fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,21306,Colquencha,La Paz,10674,1,29
2021-11-13,21306,Colquencha,La Paz,10674,1,31
2021-12-04,21306,Colquencha,La Paz,10674,2,29
2021-12-04,21306,Colquencha,La Paz,10674,1,32
2021-11-27,21306,Colquencha,La Paz,10674,2,28
2021-11-27,21306,Colquencha,La Paz,10674,1,31
2021-11-20,21306,Colquencha,La Paz,10674,2,28
2021-11-20,21306,Colquencha,La Paz,10674,1,31
2021-11-13,21306,Colquencha,La Paz,10674,2,28
2021-10-30,21306,Colquencha,La Paz,10674,2,26
2021-10-30,21306,Colquencha,La Paz,10674,1,29
2021-10-23,21306,Colquencha,La Paz,10674,2,26
