fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,51
2021-10-23,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,61
2021-10-23,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,46
2021-10-30,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,62
2021-10-30,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,47
2021-11-13,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,64
2021-11-20,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,65
2021-11-20,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,51
2021-11-27,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,65
2021-11-27,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,51
2021-12-04,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,1,65
2021-12-04,90401,Nacebe (Santa Rosa Del Abuna),Pando,2506,2,52
