fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,21501,Ixiamas,La Paz,9916,1,42
2021-11-20,21501,Ixiamas,La Paz,9916,1,49
2021-11-27,21501,Ixiamas,La Paz,9916,1,49
2021-11-27,21501,Ixiamas,La Paz,9916,2,42
2021-12-04,21501,Ixiamas,La Paz,9916,1,50
2021-12-04,21501,Ixiamas,La Paz,9916,2,49
2021-11-13,21501,Ixiamas,La Paz,9916,2,42
2021-10-30,21501,Ixiamas,La Paz,9916,2,29
2021-10-30,21501,Ixiamas,La Paz,9916,1,31
2021-10-23,21501,Ixiamas,La Paz,9916,2,27
2021-10-23,21501,Ixiamas,La Paz,9916,1,29
2021-11-20,21501,Ixiamas,La Paz,9916,2,42
