fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,40101,Oruro,Oruro,302643,2,66
2021-12-04,40101,Oruro,Oruro,302643,2,70
2021-10-23,40101,Oruro,Oruro,302643,1,78
2021-10-23,40101,Oruro,Oruro,302643,2,63
2021-10-30,40101,Oruro,Oruro,302643,1,79
2021-10-30,40101,Oruro,Oruro,302643,2,64
2021-11-13,40101,Oruro,Oruro,302643,2,66
2021-11-20,40101,Oruro,Oruro,302643,1,81
2021-11-20,40101,Oruro,Oruro,302643,2,66
2021-11-27,40101,Oruro,Oruro,302643,1,83
2021-12-04,40101,Oruro,Oruro,302643,1,84
