fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,31404,Tacachi,Cochabamba,1424,2,64
2021-11-27,31404,Tacachi,Cochabamba,1424,1,72
2021-11-20,31404,Tacachi,Cochabamba,1424,2,65
2021-11-13,31404,Tacachi,Cochabamba,1424,2,65
2021-11-13,31404,Tacachi,Cochabamba,1424,1,71
2021-11-20,31404,Tacachi,Cochabamba,1424,1,72
2021-10-30,31404,Tacachi,Cochabamba,1424,1,70
2021-10-23,31404,Tacachi,Cochabamba,1424,2,64
2021-10-23,31404,Tacachi,Cochabamba,1424,1,69
2021-12-04,31404,Tacachi,Cochabamba,1424,1,73
2021-12-04,31404,Tacachi,Cochabamba,1424,2,67
2021-11-27,31404,Tacachi,Cochabamba,1424,2,65
