fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,31203,Pocona,Cochabamba,10945,1,63
2021-10-30,31203,Pocona,Cochabamba,10945,2,51
2021-10-30,31203,Pocona,Cochabamba,10945,1,61
2021-11-13,31203,Pocona,Cochabamba,10945,1,62
2021-11-13,31203,Pocona,Cochabamba,10945,2,53
2021-11-20,31203,Pocona,Cochabamba,10945,2,53
2021-11-27,31203,Pocona,Cochabamba,10945,1,63
2021-12-04,31203,Pocona,Cochabamba,10945,1,64
2021-10-23,31203,Pocona,Cochabamba,10945,1,60
2021-10-23,31203,Pocona,Cochabamba,10945,2,50
2021-12-04,31203,Pocona,Cochabamba,10945,2,54
2021-11-27,31203,Pocona,Cochabamba,10945,2,54
