fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,80202,Guayaramerin,Beni,44446,1,78
2021-12-04,80202,Guayaramerin,Beni,44446,2,61
2021-11-13,80202,Guayaramerin,Beni,44446,2,59
2021-11-27,80202,Guayaramerin,Beni,44446,2,59
2021-10-23,80202,Guayaramerin,Beni,44446,1,72
2021-10-23,80202,Guayaramerin,Beni,44446,2,53
2021-10-30,80202,Guayaramerin,Beni,44446,1,72
2021-10-30,80202,Guayaramerin,Beni,44446,2,54
2021-11-13,80202,Guayaramerin,Beni,44446,1,76
2021-11-20,80202,Guayaramerin,Beni,44446,1,77
2021-11-20,80202,Guayaramerin,Beni,44446,2,59
2021-11-27,80202,Guayaramerin,Beni,44446,1,77
