fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,20702,Pelechuco,La Paz,7081,1,22
2021-10-30,20702,Pelechuco,La Paz,7081,2,18
2021-12-04,20702,Pelechuco,La Paz,7081,1,26
2021-11-27,20702,Pelechuco,La Paz,7081,2,21
2021-11-27,20702,Pelechuco,La Paz,7081,1,24
2021-11-20,20702,Pelechuco,La Paz,7081,2,21
2021-11-20,20702,Pelechuco,La Paz,7081,1,24
2021-11-13,20702,Pelechuco,La Paz,7081,2,21
2021-11-13,20702,Pelechuco,La Paz,7081,1,24
2021-12-04,20702,Pelechuco,La Paz,7081,2,22
2021-10-23,20702,Pelechuco,La Paz,7081,1,21
2021-10-23,20702,Pelechuco,La Paz,7081,2,18
