fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,60401,Uriondo (A. Concepcion),Tarija,15595,2,62
2021-12-04,60401,Uriondo (A. Concepcion),Tarija,15595,1,75
2021-11-27,60401,Uriondo (A. Concepcion),Tarija,15595,2,67
2021-11-13,60401,Uriondo (A. Concepcion),Tarija,15595,2,66
2021-11-27,60401,Uriondo (A. Concepcion),Tarija,15595,1,74
2021-10-30,60401,Uriondo (A. Concepcion),Tarija,15595,1,71
2021-10-30,60401,Uriondo (A. Concepcion),Tarija,15595,2,62
2021-10-23,60401,Uriondo (A. Concepcion),Tarija,15595,1,71
2021-12-04,60401,Uriondo (A. Concepcion),Tarija,15595,2,68
2021-11-13,60401,Uriondo (A. Concepcion),Tarija,15595,1,73
2021-11-20,60401,Uriondo (A. Concepcion),Tarija,15595,2,66
2021-11-20,60401,Uriondo (A. Concepcion),Tarija,15595,1,74
