fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,21803,Chacarilla,La Paz,2282,2,24
2021-11-13,21803,Chacarilla,La Paz,2282,1,26
2021-11-13,21803,Chacarilla,La Paz,2282,2,26
2021-11-20,21803,Chacarilla,La Paz,2282,1,26
2021-11-20,21803,Chacarilla,La Paz,2282,2,26
2021-11-27,21803,Chacarilla,La Paz,2282,1,26
2021-11-27,21803,Chacarilla,La Paz,2282,2,26
2021-10-30,21803,Chacarilla,La Paz,2282,1,24
2021-12-04,21803,Chacarilla,La Paz,2282,2,26
2021-12-18,21803,Chacarilla,La Paz,2282,1,27
2021-10-23,21803,Chacarilla,La Paz,2282,1,24
2021-10-23,21803,Chacarilla,La Paz,2282,2,24
2021-12-18,21803,Chacarilla,La Paz,2282,2,26
2022-01-22,21803,Chacarilla,La Paz,2282,1,35
2022-01-22,21803,Chacarilla,La Paz,2282,2,27
2021-12-04,21803,Chacarilla,La Paz,2282,1,26
