fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,21502,San Buena Ventura,La Paz,9453,2,48
2021-10-30,21502,San Buena Ventura,La Paz,9453,2,42
2021-11-13,21502,San Buena Ventura,La Paz,9453,2,48
2021-11-20,21502,San Buena Ventura,La Paz,9453,1,57
2021-12-04,21502,San Buena Ventura,La Paz,9453,2,58
2021-10-23,21502,San Buena Ventura,La Paz,9453,2,40
2021-11-27,21502,San Buena Ventura,La Paz,9453,1,57
2021-10-23,21502,San Buena Ventura,La Paz,9453,1,42
2021-10-30,21502,San Buena Ventura,La Paz,9453,1,45
2021-12-04,21502,San Buena Ventura,La Paz,9453,1,60
2021-11-13,21502,San Buena Ventura,La Paz,9453,1,50
2021-11-27,21502,San Buena Ventura,La Paz,9453,2,48
