fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,16
2021-10-23,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,14
2021-10-23,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,16
2022-01-22,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,26
2021-12-18,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,19
2021-12-18,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,21
2021-12-04,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,19
2021-12-04,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,21
2021-11-27,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,17
2021-11-27,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,20
2021-11-20,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,17
2021-11-20,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,20
2021-11-13,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,17
2021-11-13,21601,Gral. J.J. Perez (Charazani),La Paz,13482,1,19
2021-10-30,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,14
2022-01-22,21601,Gral. J.J. Perez (Charazani),La Paz,13482,2,20
