fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,30203,Omereque,Cochabamba,5850,1,80
2021-11-27,30203,Omereque,Cochabamba,5850,2,80
2021-10-23,30203,Omereque,Cochabamba,5850,2,78
2021-10-30,30203,Omereque,Cochabamba,5850,2,79
2021-10-23,30203,Omereque,Cochabamba,5850,1,79
2021-12-04,30203,Omereque,Cochabamba,5850,1,82
2021-12-04,30203,Omereque,Cochabamba,5850,2,81
2021-11-27,30203,Omereque,Cochabamba,5850,1,81
2021-11-20,30203,Omereque,Cochabamba,5850,2,80
2021-11-20,30203,Omereque,Cochabamba,5850,1,81
2021-11-13,30203,Omereque,Cochabamba,5850,2,80
2021-11-13,30203,Omereque,Cochabamba,5850,1,81
