fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,21203,Batallas,La Paz,16482,2,26
2022-01-22,21203,Batallas,La Paz,16482,1,45
2021-12-04,21203,Batallas,La Paz,16482,2,26
2021-12-04,21203,Batallas,La Paz,16482,1,28
2021-11-27,21203,Batallas,La Paz,16482,2,25
2021-12-18,21203,Batallas,La Paz,16482,1,28
2021-11-27,21203,Batallas,La Paz,16482,1,27
2021-10-23,21203,Batallas,La Paz,16482,2,23
2022-01-22,21203,Batallas,La Paz,16482,2,27
2021-11-20,21203,Batallas,La Paz,16482,2,25
2021-10-30,21203,Batallas,La Paz,16482,1,26
2021-11-20,21203,Batallas,La Paz,16482,1,27
2021-11-13,21203,Batallas,La Paz,16482,1,27
2021-10-30,21203,Batallas,La Paz,16482,2,23
2021-10-23,21203,Batallas,La Paz,16482,1,26
2021-11-13,21203,Batallas,La Paz,16482,2,25
