fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,51601,San Agustin,Potosí,1712,1,74
2021-10-23,51601,San Agustin,Potosí,1712,2,72
2021-10-30,51601,San Agustin,Potosí,1712,1,74
2021-11-13,51601,San Agustin,Potosí,1712,1,77
2021-11-13,51601,San Agustin,Potosí,1712,2,74
2021-11-20,51601,San Agustin,Potosí,1712,1,78
2021-11-20,51601,San Agustin,Potosí,1712,2,74
2021-11-27,51601,San Agustin,Potosí,1712,1,78
2021-11-27,51601,San Agustin,Potosí,1712,2,74
2021-12-04,51601,San Agustin,Potosí,1712,1,77
2021-12-04,51601,San Agustin,Potosí,1712,2,75
2021-10-30,51601,San Agustin,Potosí,1712,2,72
