fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,105
2021-10-23,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,98
2021-11-27,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,92
2021-11-27,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,103
2021-11-20,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,92
2021-11-20,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,103
2021-11-13,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,92
2021-11-13,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,102
2021-10-30,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,91
2021-10-30,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,1,100
2021-10-23,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,90
2021-12-04,31405,Cuchumuela (V. G. Villarroel),Cochabamba,2951,2,94
