fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,21104,Palos Blancos,La Paz,26809,2,33
2021-10-23,21104,Palos Blancos,La Paz,26809,1,32
2021-10-23,21104,Palos Blancos,La Paz,26809,2,30
2021-10-30,21104,Palos Blancos,La Paz,26809,1,32
2021-10-30,21104,Palos Blancos,La Paz,26809,2,30
2021-11-13,21104,Palos Blancos,La Paz,26809,1,36
2021-11-20,21104,Palos Blancos,La Paz,26809,1,36
2021-11-13,21104,Palos Blancos,La Paz,26809,2,33
2021-11-27,21104,Palos Blancos,La Paz,26809,1,36
2021-11-27,21104,Palos Blancos,La Paz,26809,2,33
2021-12-04,21104,Palos Blancos,La Paz,26809,1,38
2021-12-04,21104,Palos Blancos,La Paz,26809,2,35
