fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,30703,Sicaya,Cochabamba,5789,2,39
2021-11-13,30703,Sicaya,Cochabamba,5789,2,39
2021-12-04,30703,Sicaya,Cochabamba,5789,1,41
2021-11-27,30703,Sicaya,Cochabamba,5789,2,39
2021-11-27,30703,Sicaya,Cochabamba,5789,1,41
2021-11-20,30703,Sicaya,Cochabamba,5789,2,39
2021-11-20,30703,Sicaya,Cochabamba,5789,1,41
2021-11-13,30703,Sicaya,Cochabamba,5789,1,41
2021-10-30,30703,Sicaya,Cochabamba,5789,2,38
2021-10-30,30703,Sicaya,Cochabamba,5789,1,41
2021-10-23,30703,Sicaya,Cochabamba,5789,2,35
2021-10-23,30703,Sicaya,Cochabamba,5789,1,40
