fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,21103,Yanacachi,La Paz,8203,1,48
2022-01-22,21103,Yanacachi,La Paz,8203,1,56
2021-12-18,21103,Yanacachi,La Paz,8203,2,47
2021-12-18,21103,Yanacachi,La Paz,8203,1,49
2021-12-04,21103,Yanacachi,La Paz,8203,2,47
2021-12-04,21103,Yanacachi,La Paz,8203,1,49
2021-11-27,21103,Yanacachi,La Paz,8203,2,46
2021-11-13,21103,Yanacachi,La Paz,8203,2,46
2021-11-20,21103,Yanacachi,La Paz,8203,2,46
2021-11-20,21103,Yanacachi,La Paz,8203,1,48
2021-11-13,21103,Yanacachi,La Paz,8203,1,48
2021-10-30,21103,Yanacachi,La Paz,8203,2,40
2021-10-30,21103,Yanacachi,La Paz,8203,1,43
2021-10-23,21103,Yanacachi,La Paz,8203,1,40
2022-01-22,21103,Yanacachi,La Paz,8203,2,48
2021-10-23,21103,Yanacachi,La Paz,8203,2,37
