fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,71005,San Pedro,Santa Cruz,24077,2,43
2021-10-23,71005,San Pedro,Santa Cruz,24077,2,38
2021-11-20,71005,San Pedro,Santa Cruz,24077,1,49
2021-12-04,71005,San Pedro,Santa Cruz,24077,1,49
2021-12-04,71005,San Pedro,Santa Cruz,24077,2,44
2021-11-13,71005,San Pedro,Santa Cruz,24077,2,42
2021-11-13,71005,San Pedro,Santa Cruz,24077,1,49
2021-10-30,71005,San Pedro,Santa Cruz,24077,2,40
2021-10-30,71005,San Pedro,Santa Cruz,24077,1,48
2021-10-23,71005,San Pedro,Santa Cruz,24077,1,47
2021-11-20,71005,San Pedro,Santa Cruz,24077,2,42
2021-11-27,71005,San Pedro,Santa Cruz,24077,1,49
