fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,70903,Mairana,Santa Cruz,13197,1,57
2021-11-13,70903,Mairana,Santa Cruz,13197,1,58
2021-11-13,70903,Mairana,Santa Cruz,13197,2,54
2022-01-22,70903,Mairana,Santa Cruz,13197,2,57
2022-01-22,70903,Mairana,Santa Cruz,13197,1,68
2021-12-18,70903,Mairana,Santa Cruz,13197,2,55
2021-12-18,70903,Mairana,Santa Cruz,13197,1,60
2021-12-04,70903,Mairana,Santa Cruz,13197,2,55
2021-12-04,70903,Mairana,Santa Cruz,13197,1,59
2021-11-27,70903,Mairana,Santa Cruz,13197,2,54
2021-10-30,70903,Mairana,Santa Cruz,13197,2,53
2021-11-20,70903,Mairana,Santa Cruz,13197,2,54
2021-11-20,70903,Mairana,Santa Cruz,13197,1,59
2021-11-27,70903,Mairana,Santa Cruz,13197,1,59
2021-10-23,70903,Mairana,Santa Cruz,13197,2,53
2021-10-23,70903,Mairana,Santa Cruz,13197,1,56
