fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,70703,Cabezas,Santa Cruz,31942,2,51
2021-12-04,70703,Cabezas,Santa Cruz,31942,2,53
2021-12-04,70703,Cabezas,Santa Cruz,31942,1,57
2021-11-27,70703,Cabezas,Santa Cruz,31942,2,53
2021-11-27,70703,Cabezas,Santa Cruz,31942,1,57
2021-11-20,70703,Cabezas,Santa Cruz,31942,2,52
2021-11-20,70703,Cabezas,Santa Cruz,31942,1,57
2021-11-13,70703,Cabezas,Santa Cruz,31942,2,52
2021-10-23,70703,Cabezas,Santa Cruz,31942,1,54
2021-10-23,70703,Cabezas,Santa Cruz,31942,2,51
2021-11-13,70703,Cabezas,Santa Cruz,31942,1,56
2021-10-30,70703,Cabezas,Santa Cruz,31942,1,55
