fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,20905,Cairoma,La Paz,10870,1,29
2021-12-04,20905,Cairoma,La Paz,10870,1,30
2021-12-04,20905,Cairoma,La Paz,10870,2,28
2021-11-13,20905,Cairoma,La Paz,10870,2,27
2021-11-27,20905,Cairoma,La Paz,10870,1,29
2021-11-27,20905,Cairoma,La Paz,10870,2,27
2021-10-23,20905,Cairoma,La Paz,10870,1,26
2021-11-20,20905,Cairoma,La Paz,10870,2,27
2021-11-13,20905,Cairoma,La Paz,10870,1,29
2021-10-30,20905,Cairoma,La Paz,10870,2,24
2021-10-30,20905,Cairoma,La Paz,10870,1,26
2021-10-23,20905,Cairoma,La Paz,10870,2,24
