fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,20402,Mocomoco,La Paz,16175,2,25
2022-01-22,20402,Mocomoco,La Paz,16175,2,28
2021-10-23,20402,Mocomoco,La Paz,16175,1,24
2021-10-23,20402,Mocomoco,La Paz,16175,2,23
2021-10-30,20402,Mocomoco,La Paz,16175,1,24
2021-10-30,20402,Mocomoco,La Paz,16175,2,23
2021-11-13,20402,Mocomoco,La Paz,16175,1,26
2021-11-27,20402,Mocomoco,La Paz,16175,1,27
2021-11-20,20402,Mocomoco,La Paz,16175,1,27
2021-11-20,20402,Mocomoco,La Paz,16175,2,25
2021-11-27,20402,Mocomoco,La Paz,16175,2,25
2021-12-04,20402,Mocomoco,La Paz,16175,1,27
2021-12-04,20402,Mocomoco,La Paz,16175,2,26
2021-12-18,20402,Mocomoco,La Paz,16175,1,28
2021-12-18,20402,Mocomoco,La Paz,16175,2,26
2022-01-22,20402,Mocomoco,La Paz,16175,1,38
