fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,70302,San Miguel De Velasco,Santa Cruz,12568,1,76
2021-10-30,70302,San Miguel De Velasco,Santa Cruz,12568,2,71
2021-11-13,70302,San Miguel De Velasco,Santa Cruz,12568,1,77
2021-11-13,70302,San Miguel De Velasco,Santa Cruz,12568,2,72
2021-12-04,70302,San Miguel De Velasco,Santa Cruz,12568,2,75
2021-12-04,70302,San Miguel De Velasco,Santa Cruz,12568,1,80
2021-11-27,70302,San Miguel De Velasco,Santa Cruz,12568,2,74
2021-11-27,70302,San Miguel De Velasco,Santa Cruz,12568,1,79
2021-11-20,70302,San Miguel De Velasco,Santa Cruz,12568,2,72
2021-11-20,70302,San Miguel De Velasco,Santa Cruz,12568,1,79
2021-10-23,70302,San Miguel De Velasco,Santa Cruz,12568,2,70
2021-10-23,70302,San Miguel De Velasco,Santa Cruz,12568,1,75
