fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,20605,Combaya,La Paz,4020,1,20
2021-12-04,20605,Combaya,La Paz,4020,2,19
2021-12-18,20605,Combaya,La Paz,4020,1,21
2021-12-18,20605,Combaya,La Paz,4020,2,19
2022-01-22,20605,Combaya,La Paz,4020,1,28
2022-01-22,20605,Combaya,La Paz,4020,2,21
2021-11-20,20605,Combaya,La Paz,4020,1,20
2021-11-27,20605,Combaya,La Paz,4020,1,20
2021-11-13,20605,Combaya,La Paz,4020,2,18
2021-10-30,20605,Combaya,La Paz,4020,2,16
2021-10-30,20605,Combaya,La Paz,4020,1,19
2021-10-23,20605,Combaya,La Paz,4020,2,16
2021-10-23,20605,Combaya,La Paz,4020,1,19
2021-11-27,20605,Combaya,La Paz,4020,2,18
2021-11-13,20605,Combaya,La Paz,4020,1,20
2021-11-20,20605,Combaya,La Paz,4020,2,18
