fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,70502,Pailon,Santa Cruz,47473,1,29
2021-10-23,70502,Pailon,Santa Cruz,47473,2,15
2021-10-30,70502,Pailon,Santa Cruz,47473,1,29
2021-11-13,70502,Pailon,Santa Cruz,47473,1,29
2021-11-13,70502,Pailon,Santa Cruz,47473,2,18
2021-11-20,70502,Pailon,Santa Cruz,47473,2,18
2021-11-27,70502,Pailon,Santa Cruz,47473,1,30
2021-11-27,70502,Pailon,Santa Cruz,47473,2,18
2021-12-04,70502,Pailon,Santa Cruz,47473,1,31
2021-12-04,70502,Pailon,Santa Cruz,47473,2,20
2021-12-18,70502,Pailon,Santa Cruz,47473,1,32
2021-12-18,70502,Pailon,Santa Cruz,47473,2,22
2022-01-22,70502,Pailon,Santa Cruz,47473,1,37
2022-01-22,70502,Pailon,Santa Cruz,47473,2,25
2021-10-30,70502,Pailon,Santa Cruz,47473,2,16
2021-11-20,70502,Pailon,Santa Cruz,47473,1,30
