fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2022-01-22,70705,Gutierrez,Santa Cruz,13644,2,60
2021-10-23,70705,Gutierrez,Santa Cruz,13644,1,61
2022-01-22,70705,Gutierrez,Santa Cruz,13644,1,68
2021-12-18,70705,Gutierrez,Santa Cruz,13644,2,58
2021-12-18,70705,Gutierrez,Santa Cruz,13644,1,66
2021-12-04,70705,Gutierrez,Santa Cruz,13644,2,57
2021-12-04,70705,Gutierrez,Santa Cruz,13644,1,65
2021-11-27,70705,Gutierrez,Santa Cruz,13644,2,57
2021-11-27,70705,Gutierrez,Santa Cruz,13644,1,65
2021-11-20,70705,Gutierrez,Santa Cruz,13644,1,65
2021-11-13,70705,Gutierrez,Santa Cruz,13644,2,56
2021-11-13,70705,Gutierrez,Santa Cruz,13644,1,64
2021-10-30,70705,Gutierrez,Santa Cruz,13644,2,54
2021-10-30,70705,Gutierrez,Santa Cruz,13644,1,61
2021-11-20,70705,Gutierrez,Santa Cruz,13644,2,56
2021-10-23,70705,Gutierrez,Santa Cruz,13644,2,53
