fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,21101,Chulumani (V. De La Libertad),La Paz,21619,2,26
2021-11-27,21101,Chulumani (V. De La Libertad),La Paz,21619,2,29
2021-12-04,21101,Chulumani (V. De La Libertad),La Paz,21619,1,33
2021-12-04,21101,Chulumani (V. De La Libertad),La Paz,21619,2,30
2021-11-27,21101,Chulumani (V. De La Libertad),La Paz,21619,1,32
2021-11-20,21101,Chulumani (V. De La Libertad),La Paz,21619,2,29
2021-11-20,21101,Chulumani (V. De La Libertad),La Paz,21619,1,32
2021-11-13,21101,Chulumani (V. De La Libertad),La Paz,21619,2,29
2021-10-30,21101,Chulumani (V. De La Libertad),La Paz,21619,1,29
2021-11-13,21101,Chulumani (V. De La Libertad),La Paz,21619,1,32
2021-10-30,21101,Chulumani (V. De La Libertad),La Paz,21619,2,27
2021-10-23,21101,Chulumani (V. De La Libertad),La Paz,21619,1,28
