fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,21004,Colquiri,La Paz,20835,1,39
2021-11-20,21004,Colquiri,La Paz,20835,1,41
2021-11-13,21004,Colquiri,La Paz,20835,1,41
2021-11-13,21004,Colquiri,La Paz,20835,2,37
2021-10-30,21004,Colquiri,La Paz,20835,2,35
2021-10-23,21004,Colquiri,La Paz,20835,1,39
2021-12-04,21004,Colquiri,La Paz,20835,2,38
2021-12-04,21004,Colquiri,La Paz,20835,1,42
2021-11-27,21004,Colquiri,La Paz,20835,2,37
2021-11-27,21004,Colquiri,La Paz,20835,1,42
2021-11-20,21004,Colquiri,La Paz,20835,2,37
2021-10-23,21004,Colquiri,La Paz,20835,2,35
