fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,80602,San Andres,Beni,13358,1,45
2021-11-20,80602,San Andres,Beni,13358,2,38
2021-10-23,80602,San Andres,Beni,13358,1,38
2021-12-04,80602,San Andres,Beni,13358,2,42
2021-11-27,80602,San Andres,Beni,13358,2,38
2021-10-30,80602,San Andres,Beni,13358,2,34
2021-10-30,80602,San Andres,Beni,13358,1,40
2021-11-13,80602,San Andres,Beni,13358,2,38
2021-11-20,80602,San Andres,Beni,13358,1,45
2021-10-23,80602,San Andres,Beni,13358,2,32
2021-11-27,80602,San Andres,Beni,13358,1,45
