fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,70301,San Ignacio De Velasco,Santa Cruz,63186,2,68
2021-12-04,70301,San Ignacio De Velasco,Santa Cruz,63186,2,69
2021-11-27,70301,San Ignacio De Velasco,Santa Cruz,63186,2,69
2021-11-27,70301,San Ignacio De Velasco,Santa Cruz,63186,1,76
2021-12-04,70301,San Ignacio De Velasco,Santa Cruz,63186,1,77
2021-11-20,70301,San Ignacio De Velasco,Santa Cruz,63186,1,76
2021-10-30,70301,San Ignacio De Velasco,Santa Cruz,63186,1,75
2021-11-13,70301,San Ignacio De Velasco,Santa Cruz,63186,2,68
2021-10-23,70301,San Ignacio De Velasco,Santa Cruz,63186,2,66
2021-10-23,70301,San Ignacio De Velasco,Santa Cruz,63186,1,74
2021-10-30,70301,San Ignacio De Velasco,Santa Cruz,63186,2,67
2021-11-13,70301,San Ignacio De Velasco,Santa Cruz,63186,1,76
