fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,20602,Guanay,La Paz,16011,2,31
2021-10-23,20602,Guanay,La Paz,16011,1,28
2021-10-23,20602,Guanay,La Paz,16011,2,27
2021-10-30,20602,Guanay,La Paz,16011,1,29
2021-10-30,20602,Guanay,La Paz,16011,2,28
2021-11-13,20602,Guanay,La Paz,16011,1,32
2021-11-13,20602,Guanay,La Paz,16011,2,31
2021-11-20,20602,Guanay,La Paz,16011,1,32
2021-12-04,20602,Guanay,La Paz,16011,2,32
2021-11-27,20602,Guanay,La Paz,16011,1,32
2021-11-27,20602,Guanay,La Paz,16011,2,31
2021-12-04,20602,Guanay,La Paz,16011,1,33
