fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,71002,General Saavedra,Santa Cruz,14065,1,90
2021-10-23,71002,General Saavedra,Santa Cruz,14065,1,86
2021-10-23,71002,General Saavedra,Santa Cruz,14065,2,74
2021-10-30,71002,General Saavedra,Santa Cruz,14065,1,87
2021-12-04,71002,General Saavedra,Santa Cruz,14065,2,82
2021-12-04,71002,General Saavedra,Santa Cruz,14065,1,92
2021-11-27,71002,General Saavedra,Santa Cruz,14065,2,80
2021-11-27,71002,General Saavedra,Santa Cruz,14065,1,90
2021-11-20,71002,General Saavedra,Santa Cruz,14065,2,78
2021-11-13,71002,General Saavedra,Santa Cruz,14065,2,78
2021-11-13,71002,General Saavedra,Santa Cruz,14065,1,89
2021-10-30,71002,General Saavedra,Santa Cruz,14065,2,76
