fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,70702,Charagua,Santa Cruz,40476,1,40
2021-11-13,70702,Charagua,Santa Cruz,40476,2,34
2021-10-23,70702,Charagua,Santa Cruz,40476,2,33
2021-10-30,70702,Charagua,Santa Cruz,40476,1,37
2021-12-04,70702,Charagua,Santa Cruz,40476,2,35
2021-11-13,70702,Charagua,Santa Cruz,40476,1,39
2021-10-30,70702,Charagua,Santa Cruz,40476,2,34
2021-11-20,70702,Charagua,Santa Cruz,40476,1,39
2021-11-20,70702,Charagua,Santa Cruz,40476,2,34
2021-11-27,70702,Charagua,Santa Cruz,40476,1,40
2021-11-27,70702,Charagua,Santa Cruz,40476,2,34
2021-10-23,70702,Charagua,Santa Cruz,40476,1,36
