fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,70102,Cotoca,Santa Cruz,54851,2,81
2021-12-18,70102,Cotoca,Santa Cruz,54851,1,99
2021-12-04,70102,Cotoca,Santa Cruz,54851,2,79
2021-12-04,70102,Cotoca,Santa Cruz,54851,1,98
2021-11-27,70102,Cotoca,Santa Cruz,54851,2,77
2021-11-27,70102,Cotoca,Santa Cruz,54851,1,97
2021-11-20,70102,Cotoca,Santa Cruz,54851,2,74
2021-11-20,70102,Cotoca,Santa Cruz,54851,1,96
2021-11-13,70102,Cotoca,Santa Cruz,54851,2,74
2021-11-13,70102,Cotoca,Santa Cruz,54851,1,95
2021-10-30,70102,Cotoca,Santa Cruz,54851,2,73
2021-10-30,70102,Cotoca,Santa Cruz,54851,1,94
2022-01-22,70102,Cotoca,Santa Cruz,54851,2,89
2021-10-23,70102,Cotoca,Santa Cruz,54851,2,70
2021-10-23,70102,Cotoca,Santa Cruz,54851,1,93
2022-01-22,70102,Cotoca,Santa Cruz,54851,1,112
