fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,21902,Catacora,La Paz,3891,1,22
2021-10-23,21902,Catacora,La Paz,3891,2,19
2021-11-27,21902,Catacora,La Paz,3891,2,21
2021-11-13,21902,Catacora,La Paz,3891,2,21
2021-11-13,21902,Catacora,La Paz,3891,1,22
2021-10-30,21902,Catacora,La Paz,3891,2,19
2021-10-23,21902,Catacora,La Paz,3891,1,20
2021-11-20,21902,Catacora,La Paz,3891,1,22
2021-11-20,21902,Catacora,La Paz,3891,2,21
2021-12-04,21902,Catacora,La Paz,3891,2,22
2021-11-27,21902,Catacora,La Paz,3891,1,22
2021-10-30,21902,Catacora,La Paz,3891,1,20
