fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,20606,Tipuani,La Paz,10449,2,38
2021-11-27,20606,Tipuani,La Paz,10449,1,41
2021-11-20,20606,Tipuani,La Paz,10449,2,38
2021-11-20,20606,Tipuani,La Paz,10449,1,41
2021-10-23,20606,Tipuani,La Paz,10449,2,36
2021-12-04,20606,Tipuani,La Paz,10449,1,42
2021-12-04,20606,Tipuani,La Paz,10449,2,40
2021-10-30,20606,Tipuani,La Paz,10449,1,37
2021-11-13,20606,Tipuani,La Paz,10449,1,39
2021-11-13,20606,Tipuani,La Paz,10449,2,38
2021-10-23,20606,Tipuani,La Paz,10449,1,37
2021-10-30,20606,Tipuani,La Paz,10449,2,36
