fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,31601,Tiraque (Cbba),Cochabamba,21913,2,37
2021-10-23,31601,Tiraque (Cbba),Cochabamba,21913,1,18
2022-01-22,31601,Tiraque (Cbba),Cochabamba,21913,2,39
2022-01-22,31601,Tiraque (Cbba),Cochabamba,21913,1,48
2021-12-18,31601,Tiraque (Cbba),Cochabamba,21913,2,38
2021-12-18,31601,Tiraque (Cbba),Cochabamba,21913,1,40
2021-12-04,31601,Tiraque (Cbba),Cochabamba,21913,2,38
2021-12-04,31601,Tiraque (Cbba),Cochabamba,21913,1,39
2021-11-27,31601,Tiraque (Cbba),Cochabamba,21913,2,38
2021-11-20,31601,Tiraque (Cbba),Cochabamba,21913,2,37
2021-11-20,31601,Tiraque (Cbba),Cochabamba,21913,1,39
2021-11-13,31601,Tiraque (Cbba),Cochabamba,21913,1,39
2021-10-30,31601,Tiraque (Cbba),Cochabamba,21913,2,26
2021-10-30,31601,Tiraque (Cbba),Cochabamba,21913,1,27
2021-10-23,31601,Tiraque (Cbba),Cochabamba,21913,2,17
2021-11-27,31601,Tiraque (Cbba),Cochabamba,21913,1,39
