,fecha,departamento,municipio,dosis,vacunacion
15,2021-10-23,Cochabamba,Morochata,2,37%
16,2021-10-23,Cochabamba,Pasorapa,2,37%
17,2021-10-23,Cochabamba,Puerto Villarroel,2,37%
18,2021-10-23,Cochabamba,Totora(Cbba),2,38%
19,2021-10-23,Cochabamba,Tapacari,2,39%
20,2021-10-23,Cochabamba,Vila Vila,2,39%
21,2021-10-23,Cochabamba,Villa Tunari,2,39%
22,2021-10-23,Cochabamba,Entre Rios,2,41%
23,2021-10-23,Cochabamba,Shinaota,2,41%
24,2021-10-23,Cochabamba,Arani,2,43%
25,2021-10-23,Cochabamba,Sacabamba,2,43%
26,2021-10-23,Cochabamba,San Benito,2,44%
27,2021-10-23,Cochabamba,Villa Rivero,2,44%
28,2021-10-23,Cochabamba,Chimore,2,45%
29,2021-10-23,Cochabamba,Capinota,2,47%
30,2021-10-23,Cochabamba,Toco,2,47%
31,2021-10-23,Cochabamba,Alalay,2,50%
32,2021-10-23,Cochabamba,Pocona,2,50%
33,2021-10-23,Cochabamba,Quillacollo,2,50%
34,2021-10-23,Cochabamba,Arque,2,52%
35,2021-10-23,Cochabamba,Arbieto,2,62%
36,2021-10-23,Cochabamba,Aiquile,2,64%
37,2021-10-23,Cochabamba,Tacachi,2,64%
38,2021-10-23,Cochabamba,Cliza,2,66%
39,2021-10-23,Cochabamba,Anzaldo,2,68%
40,2021-10-23,Cochabamba,Punata,2,68%
41,2021-10-23,Cochabamba,Omereque,2,78%
42,2021-10-23,Cochabamba,Cochabamba,2,82%
43,2021-10-23,Cochabamba,Tolata,2,82%
44,2021-10-23,Cochabamba,Tarata,2,83%
45,2021-10-23,Cochabamba,Cuchumuela (V. G. Villarroel),2,90%
46,2021-10-23,Cochabamba,Santivañes,2,122%
0,2021-10-23,Chuquisaca,Poroma,2,13%
1,2021-10-23,Chuquisaca,Presto,2,13%
2,2021-10-23,Chuquisaca,Incahuasi,2,15%
3,2021-10-23,Chuquisaca,Tarvita,2,17%
4,2021-10-23,Chuquisaca,Villa Charcas,2,17%
5,2021-10-23,Chuquisaca,Tarabuco,2,18%
6,2021-10-23,Chuquisaca,Yamparaez,2,18%
7,2021-10-23,Chuquisaca,Sopachuy,2,22%
8,2021-10-23,Chuquisaca,Zudañez,2,26%
9,2021-10-23,Chuquisaca,Icla,2,28%
10,2021-10-23,Chuquisaca,Azurduy,2,30%
11,2021-10-23,Chuquisaca,Mojocoya,2,30%
12,2021-10-23,Chuquisaca,San Lucas,2,35%
13,2021-10-23,Chuquisaca,Culpina,2,36%
14,2021-10-23,Chuquisaca,Las Carreras,2,45%
15,2021-10-23,Chuquisaca,Tomina,2,45%
16,2021-10-23,Chuquisaca,Yotala,2,46%
17,2021-10-23,Chuquisaca,Camataqui (C. Villa Abecia),2,50%
18,2021-10-23,Chuquisaca,Alcala,2,51%
19,2021-10-23,Chuquisaca,El Villar,2,57%
20,2021-10-23,Chuquisaca,Huacaya (Villa De Huacaya),2,60%
21,2021-10-23,Chuquisaca,Camargo,2,66%
22,2021-10-23,Chuquisaca,Machareti,2,68%
23,2021-10-23,Chuquisaca,Villa Vaca Guzman (Muyupampa),2,69%
24,2021-10-23,Chuquisaca,Sucre,2,70%
25,2021-10-23,Chuquisaca,Villa Serrano,2,71%
26,2021-10-23,Chuquisaca,Huacareta,2,76%
27,2021-10-23,Chuquisaca,Monteagudo,2,82%
28,2021-10-23,Chuquisaca,Padilla,2,82%
0,2021-10-23,Tarija,Yunchara,2,44%
1,2021-10-23,Tarija,El Puente(Tja),2,53%
2,2021-10-23,Tarija,Entre Rios,2,57%
3,2021-10-23,Tarija,Yacuiba,2,58%
4,2021-10-23,Tarija,Bermejo,2,60%
5,2021-10-23,Tarija,Padcaya,2,61%
6,2021-10-23,Tarija,Carapari,2,62%
7,2021-10-23,Tarija,Uriondo (A. Concepcion),2,62%
8,2021-10-23,Tarija,San Lorenzo(Tja),2,63%
9,2021-10-23,Tarija,Tarija,2,66%
10,2021-10-23,Tarija,Villa Montes,2,67%
0,2021-10-23,Pando,Ingavi (Humaita),2,7%
1,2021-10-23,Pando,Sena,2,15%
2,2021-10-23,Pando,San Lorenzo(Pnd),2,16%
3,2021-10-23,Pando,Bolpebra,2,26%
4,2021-10-23,Pando,Eureka (Santos Mercado),2,27%
5,2021-10-23,Pando,Nuevo Manoa (Nueva Esperanza),2,27%
6,2021-10-23,Pando,San Pedro(Pnd),2,28%
7,2021-10-23,Pando,Filadelfia,2,31%
8,2021-10-23,Pando,Porvenir,2,33%
9,2021-10-23,Pando,Villa Nueva (Loma Alta),2,33%
10,2021-10-23,Pando,Puerto Gonzalo Moreno,2,37%
11,2021-10-23,Pando,Nacebe (Santa Rosa Del Abuna),2,46%
12,2021-10-23,Pando,Cobija,2,47%
13,2021-10-23,Pando,Bella Flor,2,51%
14,2021-10-23,Pando,Puerto Rico,2,56%
0,2021-10-23,Beni,Exaltacion,2,13%
1,2021-10-23,Beni,Loreto,2,13%
2,2021-10-23,Beni,San Javier(Bni),2,15%
3,2021-10-23,Beni,San Borja,2,20%
4,2021-10-23,Beni,Reyes,2,28%
5,2021-10-23,Beni,Rurrenabaque,2,29%
6,2021-10-23,Beni,San Andres,2,32%
7,2021-10-23,Beni,San Joaquin,2,35%
8,2021-10-23,Beni,Trinidad,2,36%
9,2021-10-23,Beni,Santa Ana,2,39%
10,2021-10-23,Beni,Magdalena,2,40%
11,2021-10-23,Beni,Huaracaje,2,43%
12,2021-10-23,Beni,San Ignacio,2,45%
13,2021-10-23,Beni,Puerto Siles,2,47%
14,2021-10-23,Beni,Riberalta,2,50%
15,2021-10-23,Beni,Santa Rosa,2,50%
16,2021-10-23,Beni,San Ramon,2,52%
17,2021-10-23,Beni,Guayaramerin,2,53%
18,2021-10-23,Beni,Baures,2,70%
0,2021-10-23,Santa Cruz,Pailon,2,15%
1,2021-10-23,Santa Cruz,Yapacani,2,21%
2,2021-10-23,Santa Cruz,San Jose De Chiquitos,2,25%
3,2021-10-23,Santa Cruz,San Julian,2,27%
4,2021-10-23,Santa Cruz,El Puente(Stc),2,28%
5,2021-10-23,Santa Cruz,La Guardia,2,29%
6,2021-10-23,Santa Cruz,Ascencion De Guarayos,2,31%
7,2021-10-23,Santa Cruz,Charagua,2,33%
8,2021-10-23,Santa Cruz,Santa Rosa Del Sara,2,33%
9,2021-10-23,Santa Cruz,Cuatro Cañadas,2,34%
10,2021-10-23,Santa Cruz,Urubicha,2,34%
11,2021-10-23,Santa Cruz,Fernandez Alonso,2,35%
12,2021-10-23,Santa Cruz,Warnes,2,35%
13,2021-10-23,Santa Cruz,San Pedro,2,38%
14,2021-10-23,Santa Cruz,Saipina,2,40%
15,2021-10-23,Santa Cruz,Pampa Grande,2,41%
16,2021-10-23,Santa Cruz,San Carlos,2,44%
17,2021-10-23,Santa Cruz,Mineros,2,47%
18,2021-10-23,Santa Cruz,Cabezas,2,51%
19,2021-10-23,Santa Cruz,Montero,2,51%
20,2021-10-23,Santa Cruz,Postrer Valle,2,51%
21,2021-10-23,Santa Cruz,San Antonio De Lomerio,2,51%
22,2021-10-23,Santa Cruz,San Juan De Yapacani,2,51%
23,2021-10-23,Santa Cruz,Gutierrez,2,53%
24,2021-10-23,Santa Cruz,Mairana,2,53%
25,2021-10-23,Santa Cruz,Quirusillas,2,53%
26,2021-10-23,Santa Cruz,Trigal,2,54%
27,2021-10-23,Santa Cruz,San Javier(Stc),2,58%
28,2021-10-23,Santa Cruz,Comarapa,2,59%
29,2021-10-23,Santa Cruz,San Rafael,2,59%
30,2021-10-23,Santa Cruz,Buena Vista,2,61%
31,2021-10-23,Santa Cruz,El Torno,2,61%
32,2021-10-23,Santa Cruz,Santa Cruz de la Sierra,2,62%
33,2021-10-23,Santa Cruz,Robore,2,64%
34,2021-10-23,Santa Cruz,Concepcion,2,65%
35,2021-10-23,Santa Cruz,Porongo,2,65%
36,2021-10-23,Santa Cruz,Cuevo,2,66%
37,2021-10-23,Santa Cruz,San Ignacio De Velasco,2,66%
38,2021-10-23,Santa Cruz,Carmen Rivero Torrez,2,67%
39,2021-10-23,Santa Cruz,San Ramon,2,68%
40,2021-10-23,Santa Cruz,Okinawa,2,69%
41,2021-10-23,Santa Cruz,Puerto Suarez,2,69%
42,2021-10-23,Santa Cruz,Cotoca,2,70%
43,2021-10-23,Santa Cruz,Moro Moro,2,70%
44,2021-10-23,Santa Cruz,Pucara,2,70%
45,2021-10-23,Santa Cruz,San Miguel De Velasco,2,70%
46,2021-10-23,Santa Cruz,Boyuibe,2,71%
47,2021-10-23,Santa Cruz,General Saavedra,2,74%
48,2021-10-23,Santa Cruz,Samaipata,2,74%
49,2021-10-23,Santa Cruz,Vallegrande,2,74%
50,2021-10-23,Santa Cruz,Portachuelo,2,76%
51,2021-10-23,Santa Cruz,Puerto Quijarro,2,76%
52,2021-10-23,Santa Cruz,Lagunillas,2,78%
53,2021-10-23,Santa Cruz,San Matias,2,84%
54,2021-10-23,Santa Cruz,Colpa Belgica,2,90%
55,2021-10-23,Santa Cruz,Camiri,2,91%
0,2021-10-30,La Paz,Aucapata,1,10%
1,2021-10-30,La Paz,Caquiaviri,1,11%
2,2021-10-30,La Paz,Tito Yupanqui (Parquipujio),1,11%
3,2021-10-30,La Paz,Ancoraimes,1,12%
4,2021-10-30,La Paz,Calacoto,1,13%
5,2021-10-30,La Paz,Gral. J.J. Perez (Charazani),1,16%
6,2021-10-30,La Paz,Curva,1,17%
7,2021-10-30,La Paz,Sorata,1,17%
8,2021-10-30,La Paz,Humanata,1,18%
9,2021-10-30,La Paz,Apolo,1,19%
10,2021-10-30,La Paz,Combaya,1,19%
11,2021-10-30,La Paz,Santiago De Callapa,1,20%
12,2021-10-30,La Paz,Catacora,1,20%
13,2021-10-30,La Paz,Sapahaqui,1,21%
14,2021-10-30,La Paz,Pelechuco,1,22%
15,2021-10-30,La Paz,Mapiri,1,22%
16,2021-10-30,La Paz,Sica Sica (Villa Aroma),1,22%
17,2021-10-30,La Paz,Puerto Carabuco,1,23%
18,2021-10-30,La Paz,La Asunta,1,23%
19,2021-10-30,La Paz,Charaña,1,23%
20,2021-10-30,La Paz,Mecapaca,1,23%
21,2021-10-30,La Paz,Chacarilla,1,24%
22,2021-10-30,La Paz,Mocomoco,1,24%
23,2021-10-30,La Paz,Licoma Pampa,1,25%
24,2021-10-30,La Paz,Ayata,1,25%
25,2021-10-30,La Paz,Comanche,1,26%
26,2021-10-30,La Paz,Batallas,1,26%
27,2021-10-30,La Paz,Alto Beni,1,26%
28,2021-10-30,La Paz,Cairoma,1,26%
29,2021-10-30,La Paz,Ichoca,1,27%
30,2021-10-30,La Paz,Malla,1,27%
31,2021-10-30,La Paz,Pucarani,1,27%
32,2021-10-30,La Paz,Santiago De Huata,1,28%
33,2021-10-30,La Paz,Chuma,1,28%
34,2021-10-30,La Paz,Inquisivi,1,29%
35,2021-10-30,La Paz,Teoponte,1,29%
36,2021-10-30,La Paz,Guanay,1,29%
37,2021-10-30,La Paz,Waldo Ballivian,1,29%
38,2021-10-30,La Paz,San Andres De Machaca,1,29%
39,2021-10-30,La Paz,Tacacoma,1,29%
40,2021-10-30,La Paz,Chulumani (V. De La Libertad),1,29%
41,2021-10-30,La Paz,Jesus De Machaca,1,29%
42,2021-10-30,La Paz,Colquencha,1,29%
43,2021-10-30,La Paz,San Pedro De Curahuara,1,30%
44,2021-10-30,La Paz,Taraco,1,30%
45,2021-10-30,La Paz,Copacabana,1,30%
46,2021-10-30,La Paz,Caranavi,1,30%
47,2021-10-30,La Paz,Tiawanacu,1,31%
48,2021-10-30,La Paz,Ixiamas,1,31%
49,2021-10-30,La Paz,Coro Coro,1,31%
50,2021-10-30,La Paz,Quiabaya,1,31%
51,2021-10-30,La Paz,Santiago De Machaca,1,31%
52,2021-10-30,La Paz,Coripata,1,32%
53,2021-10-30,La Paz,Palos Blancos,1,32%
54,2021-10-30,La Paz,Coroico,1,33%
55,2021-10-30,La Paz,Puerto Perez,1,33%
56,2021-10-30,La Paz,Ayo Ayo,1,33%
57,2021-10-30,La Paz,Irupana (Villa De Lanza),1,34%
58,2021-10-30,La Paz,Chua Cocani,1,35%
59,2021-10-30,La Paz,Patacamaya,1,35%
60,2021-10-30,La Paz,Achacachi,1,35%
61,2021-10-30,La Paz,Huarina ,1,35%
62,2021-10-30,La Paz,Cajuata,1,36%
63,2021-10-30,La Paz,Papel Pampa,1,36%
64,2021-10-30,La Paz,Luribay,1,36%
65,2021-10-30,La Paz,Tipuani,1,37%
66,2021-10-30,La Paz,Laja,1,39%
67,2021-10-30,La Paz,Calamarca,1,39%
68,2021-10-30,La Paz,Palca,1,39%
69,2021-10-30,La Paz,Yaco,1,39%
70,2021-10-30,La Paz,Colquiri,1,39%
71,2021-10-30,La Paz,Escoma,1,40%
72,2021-10-30,La Paz,Huatajata,1,40%
73,2021-10-30,La Paz,Desaguadero,1,41%
74,2021-10-30,La Paz,Umala,1,42%
75,2021-10-30,La Paz,Guaqui,1,42%
76,2021-10-30,La Paz,Collana,1,43%
77,2021-10-30,La Paz,Yanacachi,1,43%
78,2021-10-30,La Paz,Puerto Acosta,1,43%
79,2021-10-30,La Paz,San Pedro De Tiquina,1,44%
80,2021-10-30,La Paz,Nazacara De Pacajes,1,44%
81,2021-10-30,La Paz,Quime,1,45%
82,2021-10-30,La Paz,San Buena Ventura,1,45%
83,2021-10-30,La Paz,Viacha,1,51%
84,2021-10-30,La Paz,El Alto,1,52%
85,2021-10-30,La Paz,Achocalla,1,68%
86,2021-10-30,La Paz,La Paz,1,102%
0,2021-10-30,Oruro,Cruz De Machacamarca,1,6%
1,2021-10-30,Oruro,Escara,1,9%
2,2021-10-30,Oruro,El Choro,1,17%
3,2021-10-30,Oruro,Todos Santos,1,17%
4,2021-10-30,Oruro,Esmeralda,1,19%
5,2021-10-30,Oruro,Chipaya,1,22%
6,2021-10-30,Oruro,Carangas,1,22%
7,2021-10-30,Oruro,Santiago De Huari,1,26%
8,2021-10-30,Oruro,Toledo,1,27%
9,2021-10-30,Oruro,Salinas De Garci Mendoza,1,29%
10,2021-10-30,Oruro,La Rivera,1,32%
11,2021-10-30,Oruro,Corque,1,40%
12,2021-10-30,Oruro,Santuario De Quillacas,1,40%
13,2021-10-30,Oruro,Sabaya,1,41%
14,2021-10-30,Oruro,Andamarca,1,41%
15,2021-10-30,Oruro,Belen De Andamarca,1,42%
16,2021-10-30,Oruro,Coipasa,1,43%
17,2021-10-30,Oruro,Challapata,1,44%
18,2021-10-30,Oruro,Yunguyo De Litoral,1,45%
19,2021-10-30,Oruro,Turco,1,45%
20,2021-10-30,Oruro,Choque Cota,1,47%
21,2021-10-30,Oruro,Poopo,1,48%
22,2021-10-30,Oruro,Caracollo,1,48%
23,2021-10-30,Oruro,Pazña,1,51%
24,2021-10-30,Oruro,Pampa Aullagas,1,52%
25,2021-10-30,Oruro,Eucaliptus,1,52%
26,2021-10-30,Oruro,Totora(Orr),1,53%
27,2021-10-30,Oruro,Soracachi,1,54%
28,2021-10-30,Oruro,Huayllamarca,1,59%
29,2021-10-30,Oruro,Huanuni,1,62%
30,2021-10-30,Oruro,Machacamarca,1,63%
31,2021-10-30,Oruro,Curahuara De Carangas,1,66%
32,2021-10-30,Oruro,Oruro,1,79%
33,2021-10-30,Oruro,Antequera,1,84%
34,2021-10-30,Oruro,Huachacalla,1,98%
0,2021-10-30,Potosí,San Pedro De Buena Vista,1,12%
1,2021-10-30,Potosí,Tinguipaya,1,14%
2,2021-10-30,Potosí,Chuquihuta Ayllu Jucumani,1,19%
3,2021-10-30,Potosí,Colquechaca,1,19%
4,2021-10-30,Potosí,Acacio,1,20%
5,2021-10-30,Potosí,Belen De Urmiri,1,21%
6,2021-10-30,Potosí,Pocoata,1,22%
7,2021-10-30,Potosí,Ravelo,1,23%
8,2021-10-30,Potosí,Toro Toro,1,24%
9,2021-10-30,Potosí,Mojinete,1,24%
10,2021-10-30,Potosí,San Antonio De Esmoruco,1,27%
11,2021-10-30,Potosí,Ckochas,1,28%
12,2021-10-30,Potosí,Chayanta,1,28%
13,2021-10-30,Potosí,Ocuri,1,29%
14,2021-10-30,Potosí,Puna,1,30%
15,2021-10-30,Potosí,Tacobamba,1,30%
16,2021-10-30,Potosí,Porco,1,31%
17,2021-10-30,Potosí,Llica,1,34%
18,2021-10-30,Potosí,Tomave,1,34%
19,2021-10-30,Potosí,Sacaca,1,34%
20,2021-10-30,Potosí,Arampampa,1,35%
21,2021-10-30,Potosí,Uncia,1,35%
22,2021-10-30,Potosí,Yocalla,1,36%
23,2021-10-30,Potosí,S.P.De Quemes,1,36%
24,2021-10-30,Potosí,San P. De Lipez,1,37%
25,2021-10-30,Potosí,Betanzos,1,38%
26,2021-10-30,Potosí,Cotagaita,1,38%
27,2021-10-30,Potosí,Chaqui,1,38%
28,2021-10-30,Potosí,"Caiza ""D""",1,44%
29,2021-10-30,Potosí,Vitichi,1,49%
30,2021-10-30,Potosí,Caripuyo,1,50%
31,2021-10-30,Potosí,Llallagua,1,55%
32,2021-10-30,Potosí,Tahua,1,57%
33,2021-10-30,Potosí,Villazon,1,66%
34,2021-10-30,Potosí,Uyuni,1,68%
35,2021-10-30,Potosí,"Colcha ""K""",1,69%
36,2021-10-30,Potosí,San Agustin,1,74%
37,2021-10-30,Potosí,Potosí,1,78%
38,2021-10-30,Potosí,Tupiza,1,86%
39,2021-10-30,Potosí,Atocha,1,91%
0,2021-10-30,Cochabamba,Tacopaya,1,26%
1,2021-10-30,Cochabamba,Vacas,1,27%
2,2021-10-30,Cochabamba,Tiraque (Cbba),1,27%
3,2021-10-30,Cochabamba,Bolivar,1,28%
4,2021-10-30,Cochabamba,Pojo (Cbba),1,31%
5,2021-10-30,Cochabamba,Colomi,1,36%
6,2021-10-30,Cochabamba,Pasorapa,1,38%
7,2021-10-30,Cochabamba,Cocapata,1,39%
8,2021-10-30,Cochabamba,Vinto,1,39%
9,2021-10-30,Cochabamba,Mizque,1,39%
10,2021-10-30,Cochabamba,Morochata,1,40%
11,2021-10-30,Cochabamba,Ayopaya (V. De Independencia),1,40%
12,2021-10-30,Cochabamba,Sacaba,1,40%
13,2021-10-30,Cochabamba,Sipe Sipe,1,40%
14,2021-10-30,Cochabamba,Sicaya,1,41%
15,2021-10-30,Cochabamba,Vila Vila,1,41%
16,2021-10-30,Cochabamba,Totora(Cbba),1,41%
17,2021-10-30,Cochabamba,Tiquipaya,1,44%
18,2021-10-30,Cochabamba,Colcapirhua,1,44%
19,2021-10-30,Cochabamba,Puerto Villarroel,1,44%
20,2021-10-30,Cochabamba,Entre Rios,1,44%
21,2021-10-30,Cochabamba,Tapacari,1,46%
22,2021-10-30,Cochabamba,San Benito,1,47%
23,2021-10-30,Cochabamba,Villa Rivero,1,49%
24,2021-10-30,Cochabamba,Arani,1,49%
25,2021-10-30,Cochabamba,Chimore,1,49%
26,2021-10-30,Cochabamba,Shinaota,1,50%
27,2021-10-30,Cochabamba,Villa Tunari,1,51%
28,2021-10-30,Cochabamba,Sacabamba,1,53%
29,2021-10-30,Cochabamba,Toco,1,54%
30,2021-10-30,Cochabamba,Capinota,1,55%
31,2021-10-30,Cochabamba,Quillacollo,1,57%
32,2021-10-30,Cochabamba,Arque,1,59%
33,2021-10-30,Cochabamba,Alalay,1,60%
34,2021-10-30,Cochabamba,Pocona,1,61%
35,2021-10-30,Cochabamba,Aiquile,1,67%
36,2021-10-30,Cochabamba,Tacachi,1,70%
37,2021-10-30,Cochabamba,Cliza,1,73%
38,2021-10-30,Cochabamba,Punata,1,75%
39,2021-10-30,Cochabamba,Arbieto,1,77%
40,2021-10-30,Cochabamba,Omereque,1,80%
41,2021-10-30,Cochabamba,Anzaldo,1,81%
42,2021-10-30,Cochabamba,Tolata,1,91%
43,2021-10-30,Cochabamba,Tarata,1,93%
44,2021-10-30,Cochabamba,Cochabamba,1,97%
45,2021-10-30,Cochabamba,Cuchumuela (V. G. Villarroel),1,100%
46,2021-10-30,Cochabamba,Santivañes,1,131%
0,2021-10-30,Chuquisaca,Presto,1,16%
1,2021-10-30,Chuquisaca,Tarabuco,1,20%
2,2021-10-30,Chuquisaca,Tarvita,1,20%
3,2021-10-30,Chuquisaca,Poroma,1,20%
4,2021-10-30,Chuquisaca,Incahuasi,1,21%
5,2021-10-30,Chuquisaca,Villa Charcas,1,21%
6,2021-10-30,Chuquisaca,Yamparaez,1,26%
7,2021-10-30,Chuquisaca,Sopachuy,1,27%
8,2021-10-30,Chuquisaca,Zudañez,1,29%
9,2021-10-30,Chuquisaca,Mojocoya,1,36%
10,2021-10-30,Chuquisaca,Azurduy,1,37%
11,2021-10-30,Chuquisaca,San Lucas,1,39%
12,2021-10-30,Chuquisaca,Icla,1,40%
13,2021-10-30,Chuquisaca,Culpina,1,42%
14,2021-10-30,Chuquisaca,Tomina,1,48%
15,2021-10-30,Chuquisaca,Yotala,1,50%
16,2021-10-30,Chuquisaca,Las Carreras,1,50%
17,2021-10-30,Chuquisaca,Camataqui (C. Villa Abecia),1,52%
18,2021-10-30,Chuquisaca,Alcala,1,52%
19,2021-10-30,Chuquisaca,El Villar,1,64%
20,2021-10-30,Chuquisaca,Huacaya (Villa De Huacaya),1,64%
21,2021-10-30,Chuquisaca,Camargo,1,69%
22,2021-10-30,Chuquisaca,Machareti,1,72%
23,2021-10-30,Chuquisaca,Villa Serrano,1,74%
24,2021-10-30,Chuquisaca,Villa Vaca Guzman (Muyupampa),1,77%
25,2021-10-30,Chuquisaca,Huacareta,1,84%
26,2021-10-30,Chuquisaca,Padilla,1,84%
27,2021-10-30,Chuquisaca,Sucre,1,86%
28,2021-10-30,Chuquisaca,Monteagudo,1,88%
0,2021-10-30,Tarija,Yunchara,1,49%
1,2021-10-30,Tarija,El Puente(Tja),1,65%
2,2021-10-30,Tarija,Entre Rios,1,67%
3,2021-10-30,Tarija,Padcaya,1,67%
4,2021-10-30,Tarija,Yacuiba,1,68%
5,2021-10-30,Tarija,Bermejo,1,68%
6,2021-10-30,Tarija,Carapari,1,70%
7,2021-10-30,Tarija,Uriondo (A. Concepcion),1,71%
8,2021-10-30,Tarija,San Lorenzo(Tja),1,73%
9,2021-10-30,Tarija,Villa Montes,1,76%
10,2021-10-30,Tarija,Tarija,1,77%
0,2021-10-30,Pando,Ingavi (Humaita),1,21%
1,2021-10-30,Pando,Sena,1,29%
2,2021-10-30,Pando,San Lorenzo(Pnd),1,33%
3,2021-10-30,Pando,San Pedro(Pnd),1,35%
4,2021-10-30,Pando,Bolpebra,1,39%
5,2021-10-30,Pando,Nuevo Manoa (Nueva Esperanza),1,41%
6,2021-10-30,Pando,Eureka (Santos Mercado),1,46%
7,2021-10-30,Pando,Puerto Gonzalo Moreno,1,48%
8,2021-10-30,Pando,Porvenir,1,48%
9,2021-10-30,Pando,Filadelfia,1,49%
10,2021-10-30,Pando,Villa Nueva (Loma Alta),1,51%
11,2021-10-30,Pando,Nacebe (Santa Rosa Del Abuna),1,62%
12,2021-10-30,Pando,Bella Flor,1,63%
13,2021-10-30,Pando,Cobija,1,66%
14,2021-10-30,Pando,Puerto Rico,1,72%
0,2021-10-30,Beni,Exaltacion,1,14%
1,2021-10-30,Beni,San Javier(Bni),1,17%
2,2021-10-30,Beni,Loreto,1,17%
3,2021-10-30,Beni,San Borja,1,23%
4,2021-10-30,Beni,Reyes,1,35%
5,2021-10-30,Beni,Rurrenabaque,1,35%
6,2021-10-30,Beni,San Andres,1,40%
7,2021-10-30,Beni,Santa Ana,1,45%
8,2021-10-30,Beni,San Joaquin,1,46%
9,2021-10-30,Beni,Magdalena,1,47%
10,2021-10-30,Beni,Huaracaje,1,47%
11,2021-10-30,Beni,San Ignacio,1,52%
12,2021-10-30,Beni,Trinidad,1,54%
13,2021-10-30,Beni,Santa Rosa,1,61%
14,2021-10-30,Beni,Puerto Siles,1,61%
15,2021-10-30,Beni,San Ramon,1,62%
16,2021-10-30,Beni,Riberalta,1,71%
17,2021-10-30,Beni,Guayaramerin,1,72%
18,2021-10-30,Beni,Baures,1,74%
0,2021-10-30,Santa Cruz,Yapacani,1,23%
1,2021-10-30,Santa Cruz,Pailon,1,29%
2,2021-10-30,Santa Cruz,San Julian,1,30%
3,2021-10-30,Santa Cruz,San Jose De Chiquitos,1,32%
4,2021-10-30,Santa Cruz,El Puente(Stc),1,33%
5,2021-10-30,Santa Cruz,Santa Rosa Del Sara,1,35%
6,2021-10-30,Santa Cruz,La Guardia,1,36%
7,2021-10-30,Santa Cruz,Charagua,1,37%
8,2021-10-30,Santa Cruz,Ascencion De Guarayos,1,38%
9,2021-10-30,Santa Cruz,Cuatro Cañadas,1,38%
10,2021-10-30,Santa Cruz,Warnes,1,40%
11,2021-10-30,Santa Cruz,Saipina,1,42%
12,2021-10-30,Santa Cruz,Fernandez Alonso,1,44%
13,2021-10-30,Santa Cruz,Urubicha,1,45%
14,2021-10-30,Santa Cruz,San Carlos,1,47%
15,2021-10-30,Santa Cruz,San Pedro,1,48%
16,2021-10-30,Santa Cruz,Pampa Grande,1,51%
17,2021-10-30,Santa Cruz,San Juan De Yapacani,1,54%
18,2021-10-30,Santa Cruz,Cabezas,1,55%
19,2021-10-30,Santa Cruz,San Antonio De Lomerio,1,55%
20,2021-10-30,Santa Cruz,Mairana,1,57%
21,2021-10-30,Santa Cruz,Quirusillas,1,59%
22,2021-10-30,Santa Cruz,Mineros,1,59%
23,2021-10-30,Santa Cruz,Gutierrez,1,61%
24,2021-10-30,Santa Cruz,Comarapa,1,64%
25,2021-10-30,Santa Cruz,Postrer Valle,1,64%
26,2021-10-30,Santa Cruz,San Javier(Stc),1,65%
27,2021-10-30,Santa Cruz,Trigal,1,66%
28,2021-10-30,Santa Cruz,Buena Vista,1,68%
29,2021-10-30,Santa Cruz,Montero,1,68%
30,2021-10-30,Santa Cruz,El Torno,1,68%
31,2021-10-30,Santa Cruz,San Rafael,1,69%
32,2021-10-30,Santa Cruz,Cuevo,1,70%
33,2021-10-30,Santa Cruz,Carmen Rivero Torrez,1,70%
34,2021-10-30,Santa Cruz,Puerto Suarez,1,72%
35,2021-10-30,Santa Cruz,Concepcion,1,73%
36,2021-10-30,Santa Cruz,Boyuibe,1,73%
37,2021-10-30,Santa Cruz,Porongo,1,74%
38,2021-10-30,Santa Cruz,San Ramon,1,75%
39,2021-10-30,Santa Cruz,San Ignacio De Velasco,1,75%
40,2021-10-30,Santa Cruz,Samaipata,1,75%
41,2021-10-30,Santa Cruz,San Miguel De Velasco,1,76%
42,2021-10-30,Santa Cruz,Okinawa,1,77%
43,2021-10-30,Santa Cruz,Santa Cruz de la Sierra,1,78%
44,2021-10-30,Santa Cruz,Portachuelo,1,80%
45,2021-10-30,Santa Cruz,Pucara,1,81%
46,2021-10-30,Santa Cruz,Puerto Quijarro,1,85%
47,2021-10-30,Santa Cruz,San Matias,1,85%
48,2021-10-30,Santa Cruz,Moro Moro,1,86%
49,2021-10-30,Santa Cruz,Vallegrande,1,86%
50,2021-10-30,Santa Cruz,General Saavedra,1,87%
51,2021-10-30,Santa Cruz,Lagunillas,1,87%
52,2021-10-30,Santa Cruz,Robore,1,88%
53,2021-10-30,Santa Cruz,Cotoca,1,94%
54,2021-10-30,Santa Cruz,Colpa Belgica,1,94%
55,2021-10-30,Santa Cruz,Camiri,1,96%
0,2021-10-30,La Paz,Aucapata,2,9%
1,2021-10-30,La Paz,Caquiaviri,2,9%
2,2021-10-30,La Paz,Ancoraimes,2,10%
3,2021-10-30,La Paz,Tito Yupanqui (Parquipujio),2,11%
4,2021-10-30,La Paz,Calacoto,2,12%
5,2021-10-30,La Paz,Gral. J.J. Perez (Charazani),2,14%
6,2021-10-30,La Paz,Humanata,2,14%
