,fecha,departamento,municipio,dosis,vacunacion
7,2021-10-30,La Paz,Apolo,2,15%
8,2021-10-30,La Paz,Curva,2,15%
9,2021-10-30,La Paz,Combaya,2,16%
10,2021-10-30,La Paz,Sorata,2,17%
11,2021-10-30,La Paz,Santiago De Callapa,2,17%
12,2021-10-30,La Paz,Pelechuco,2,18%
13,2021-10-30,La Paz,Mapiri,2,19%
14,2021-10-30,La Paz,Sapahaqui,2,19%
15,2021-10-30,La Paz,Catacora,2,19%
16,2021-10-30,La Paz,Sica Sica (Villa Aroma),2,20%
17,2021-10-30,La Paz,Charaña,2,21%
18,2021-10-30,La Paz,La Asunta,2,21%
19,2021-10-30,La Paz,Puerto Carabuco,2,22%
20,2021-10-30,La Paz,Licoma Pampa,2,22%
21,2021-10-30,La Paz,Mecapaca,2,22%
22,2021-10-30,La Paz,Ayata,2,23%
23,2021-10-30,La Paz,Mocomoco,2,23%
24,2021-10-30,La Paz,Batallas,2,23%
25,2021-10-30,La Paz,Cairoma,2,24%
26,2021-10-30,La Paz,Chacarilla,2,24%
27,2021-10-30,La Paz,Comanche,2,24%
28,2021-10-30,La Paz,Pucarani,2,24%
29,2021-10-30,La Paz,Chuma,2,25%
30,2021-10-30,La Paz,Alto Beni,2,25%
31,2021-10-30,La Paz,Teoponte,2,25%
32,2021-10-30,La Paz,Malla,2,26%
33,2021-10-30,La Paz,Santiago De Huata,2,26%
34,2021-10-30,La Paz,Ichoca,2,26%
35,2021-10-30,La Paz,San Andres De Machaca,2,26%
36,2021-10-30,La Paz,Colquencha,2,26%
37,2021-10-30,La Paz,Taraco,2,27%
38,2021-10-30,La Paz,Inquisivi,2,27%
39,2021-10-30,La Paz,Waldo Ballivian,2,27%
40,2021-10-30,La Paz,Chulumani (V. De La Libertad),2,27%
41,2021-10-30,La Paz,Caranavi,2,28%
42,2021-10-30,La Paz,Guanay,2,28%
43,2021-10-30,La Paz,Tacacoma,2,28%
44,2021-10-30,La Paz,Coro Coro,2,28%
45,2021-10-30,La Paz,Copacabana,2,28%
46,2021-10-30,La Paz,Jesus De Machaca,2,28%
47,2021-10-30,La Paz,Ixiamas,2,29%
48,2021-10-30,La Paz,Tiawanacu,2,29%
49,2021-10-30,La Paz,Santiago De Machaca,2,29%
50,2021-10-30,La Paz,San Pedro De Curahuara,2,29%
51,2021-10-30,La Paz,Puerto Perez,2,30%
52,2021-10-30,La Paz,Palos Blancos,2,30%
53,2021-10-30,La Paz,Ayo Ayo,2,31%
54,2021-10-30,La Paz,Coripata,2,31%
55,2021-10-30,La Paz,Quiabaya,2,31%
56,2021-10-30,La Paz,Irupana (Villa De Lanza),2,31%
57,2021-10-30,La Paz,Coroico,2,31%
58,2021-10-30,La Paz,Papel Pampa,2,32%
59,2021-10-30,La Paz,Achacachi,2,33%
60,2021-10-30,La Paz,Huarina ,2,34%
61,2021-10-30,La Paz,Luribay,2,34%
62,2021-10-30,La Paz,Patacamaya,2,34%
63,2021-10-30,La Paz,Chua Cocani,2,34%
64,2021-10-30,La Paz,Cajuata,2,34%
65,2021-10-30,La Paz,Palca,2,35%
66,2021-10-30,La Paz,Colquiri,2,35%
67,2021-10-30,La Paz,Yaco,2,36%
68,2021-10-30,La Paz,Tipuani,2,36%
69,2021-10-30,La Paz,Escoma,2,37%
70,2021-10-30,La Paz,Calamarca,2,37%
71,2021-10-30,La Paz,Laja,2,37%
72,2021-10-30,La Paz,El Alto,2,38%
73,2021-10-30,La Paz,Desaguadero,2,39%
74,2021-10-30,La Paz,Umala,2,39%
75,2021-10-30,La Paz,Huatajata,2,39%
76,2021-10-30,La Paz,Nazacara De Pacajes,2,39%
77,2021-10-30,La Paz,Guaqui,2,40%
78,2021-10-30,La Paz,Yanacachi,2,40%
79,2021-10-30,La Paz,San Pedro De Tiquina,2,40%
80,2021-10-30,La Paz,Puerto Acosta,2,41%
81,2021-10-30,La Paz,Collana,2,41%
82,2021-10-30,La Paz,San Buena Ventura,2,42%
83,2021-10-30,La Paz,Quime,2,43%
84,2021-10-30,La Paz,Viacha,2,48%
85,2021-10-30,La Paz,Achocalla,2,63%
86,2021-10-30,La Paz,La Paz,2,91%
0,2021-10-30,Oruro,Cruz De Machacamarca,2,6%
1,2021-10-30,Oruro,Escara,2,9%
2,2021-10-30,Oruro,El Choro,2,16%
3,2021-10-30,Oruro,Todos Santos,2,16%
4,2021-10-30,Oruro,Chipaya,2,17%
5,2021-10-30,Oruro,Esmeralda,2,18%
6,2021-10-30,Oruro,Carangas,2,22%
7,2021-10-30,Oruro,Santiago De Huari,2,23%
8,2021-10-30,Oruro,Toledo,2,25%
9,2021-10-30,Oruro,Salinas De Garci Mendoza,2,25%
10,2021-10-30,Oruro,La Rivera,2,30%
11,2021-10-30,Oruro,Corque,2,38%
12,2021-10-30,Oruro,Santuario De Quillacas,2,38%
13,2021-10-30,Oruro,Coipasa,2,39%
14,2021-10-30,Oruro,Sabaya,2,39%
15,2021-10-30,Oruro,Andamarca,2,39%
16,2021-10-30,Oruro,Choque Cota,2,41%
17,2021-10-30,Oruro,Challapata,2,41%
18,2021-10-30,Oruro,Belen De Andamarca,2,42%
19,2021-10-30,Oruro,Turco,2,44%
20,2021-10-30,Oruro,Yunguyo De Litoral,2,44%
21,2021-10-30,Oruro,Poopo,2,45%
22,2021-10-30,Oruro,Pampa Aullagas,2,46%
23,2021-10-30,Oruro,Caracollo,2,46%
24,2021-10-30,Oruro,Eucaliptus,2,46%
25,2021-10-30,Oruro,Pazña,2,47%
26,2021-10-30,Oruro,Totora(Orr),2,48%
27,2021-10-30,Oruro,Soracachi,2,50%
28,2021-10-30,Oruro,Huanuni,2,58%
29,2021-10-30,Oruro,Huayllamarca,2,58%
30,2021-10-30,Oruro,Machacamarca,2,61%
31,2021-10-30,Oruro,Curahuara De Carangas,2,61%
32,2021-10-30,Oruro,Oruro,2,64%
33,2021-10-30,Oruro,Antequera,2,80%
34,2021-10-30,Oruro,Huachacalla,2,96%
0,2021-10-30,Potosí,San Pedro De Buena Vista,2,8%
1,2021-10-30,Potosí,Tinguipaya,2,11%
2,2021-10-30,Potosí,Acacio,2,12%
3,2021-10-30,Potosí,Colquechaca,2,13%
4,2021-10-30,Potosí,Chuquihuta Ayllu Jucumani,2,16%
5,2021-10-30,Potosí,Toro Toro,2,16%
6,2021-10-30,Potosí,Belen De Urmiri,2,16%
7,2021-10-30,Potosí,Ravelo,2,18%
8,2021-10-30,Potosí,Pocoata,2,18%
9,2021-10-30,Potosí,San Antonio De Esmoruco,2,20%
10,2021-10-30,Potosí,Mojinete,2,22%
11,2021-10-30,Potosí,Ckochas,2,23%
12,2021-10-30,Potosí,Porco,2,23%
13,2021-10-30,Potosí,Chayanta,2,24%
14,2021-10-30,Potosí,Ocuri,2,24%
15,2021-10-30,Potosí,Tacobamba,2,25%
16,2021-10-30,Potosí,Puna,2,25%
17,2021-10-30,Potosí,S.P.De Quemes,2,26%
18,2021-10-30,Potosí,Chaqui,2,26%
19,2021-10-30,Potosí,Llica,2,29%
20,2021-10-30,Potosí,Yocalla,2,29%
21,2021-10-30,Potosí,Sacaca,2,30%
22,2021-10-30,Potosí,Tomave,2,30%
23,2021-10-30,Potosí,San P. De Lipez,2,31%
24,2021-10-30,Potosí,Uncia,2,32%
25,2021-10-30,Potosí,Arampampa,2,33%
26,2021-10-30,Potosí,Betanzos,2,33%
27,2021-10-30,Potosí,Cotagaita,2,34%
28,2021-10-30,Potosí,Caripuyo,2,37%
29,2021-10-30,Potosí,"Caiza ""D""",2,37%
30,2021-10-30,Potosí,Vitichi,2,40%
31,2021-10-30,Potosí,Llallagua,2,49%
32,2021-10-30,Potosí,Tahua,2,49%
33,2021-10-30,Potosí,Villazon,2,56%
34,2021-10-30,Potosí,Uyuni,2,61%
35,2021-10-30,Potosí,Potosí,2,62%
36,2021-10-30,Potosí,"Colcha ""K""",2,66%
37,2021-10-30,Potosí,San Agustin,2,72%
38,2021-10-30,Potosí,Tupiza,2,80%
39,2021-10-30,Potosí,Atocha,2,86%
0,2021-10-30,Cochabamba,Tacopaya,2,22%
1,2021-10-30,Cochabamba,Vacas,2,23%
2,2021-10-30,Cochabamba,Pojo (Cbba),2,25%
3,2021-10-30,Cochabamba,Bolivar,2,25%
4,2021-10-30,Cochabamba,Tiraque (Cbba),2,26%
5,2021-10-30,Cochabamba,Vinto,2,30%
6,2021-10-30,Cochabamba,Colomi,2,32%
7,2021-10-30,Cochabamba,Sipe Sipe,2,33%
8,2021-10-30,Cochabamba,Tiquipaya,2,35%
9,2021-10-30,Cochabamba,Sacaba,2,36%
10,2021-10-30,Cochabamba,Ayopaya (V. De Independencia),2,36%
11,2021-10-30,Cochabamba,Mizque,2,36%
12,2021-10-30,Cochabamba,Colcapirhua,2,37%
13,2021-10-30,Cochabamba,Pasorapa,2,37%
14,2021-10-30,Cochabamba,Morochata,2,38%
15,2021-10-30,Cochabamba,Puerto Villarroel,2,38%
16,2021-10-30,Cochabamba,Cocapata,2,38%
17,2021-10-30,Cochabamba,Sicaya,2,38%
18,2021-10-30,Cochabamba,Totora(Cbba),2,38%
19,2021-10-30,Cochabamba,Vila Vila,2,39%
20,2021-10-30,Cochabamba,Villa Tunari,2,39%
21,2021-10-30,Cochabamba,Tapacari,2,41%
22,2021-10-30,Cochabamba,Entre Rios,2,41%
23,2021-10-30,Cochabamba,Shinaota,2,42%
24,2021-10-30,Cochabamba,Sacabamba,2,43%
25,2021-10-30,Cochabamba,Arani,2,43%
26,2021-10-30,Cochabamba,San Benito,2,44%
27,2021-10-30,Cochabamba,Villa Rivero,2,44%
28,2021-10-30,Cochabamba,Chimore,2,45%
29,2021-10-30,Cochabamba,Toco,2,47%
30,2021-10-30,Cochabamba,Capinota,2,50%
31,2021-10-30,Cochabamba,Quillacollo,2,51%
32,2021-10-30,Cochabamba,Pocona,2,51%
33,2021-10-30,Cochabamba,Arque,2,52%
34,2021-10-30,Cochabamba,Alalay,2,54%
35,2021-10-30,Cochabamba,Arbieto,2,62%
36,2021-10-30,Cochabamba,Tacachi,2,64%
37,2021-10-30,Cochabamba,Aiquile,2,65%
38,2021-10-30,Cochabamba,Cliza,2,66%
39,2021-10-30,Cochabamba,Anzaldo,2,68%
40,2021-10-30,Cochabamba,Punata,2,69%
41,2021-10-30,Cochabamba,Omereque,2,79%
42,2021-10-30,Cochabamba,Tolata,2,82%
43,2021-10-30,Cochabamba,Tarata,2,84%
44,2021-10-30,Cochabamba,Cochabamba,2,84%
45,2021-10-30,Cochabamba,Cuchumuela (V. G. Villarroel),2,91%
46,2021-10-30,Cochabamba,Santivañes,2,123%
0,2021-10-30,Chuquisaca,Poroma,2,13%
1,2021-10-30,Chuquisaca,Presto,2,13%
2,2021-10-30,Chuquisaca,Incahuasi,2,15%
3,2021-10-30,Chuquisaca,Tarvita,2,17%
4,2021-10-30,Chuquisaca,Villa Charcas,2,18%
5,2021-10-30,Chuquisaca,Yamparaez,2,18%
6,2021-10-30,Chuquisaca,Tarabuco,2,19%
7,2021-10-30,Chuquisaca,Sopachuy,2,22%
8,2021-10-30,Chuquisaca,Zudañez,2,26%
9,2021-10-30,Chuquisaca,Icla,2,29%
10,2021-10-30,Chuquisaca,Mojocoya,2,30%
11,2021-10-30,Chuquisaca,Azurduy,2,31%
12,2021-10-30,Chuquisaca,San Lucas,2,36%
13,2021-10-30,Chuquisaca,Culpina,2,37%
14,2021-10-30,Chuquisaca,Tomina,2,45%
15,2021-10-30,Chuquisaca,Las Carreras,2,45%
16,2021-10-30,Chuquisaca,Yotala,2,47%
17,2021-10-30,Chuquisaca,Camataqui (C. Villa Abecia),2,50%
18,2021-10-30,Chuquisaca,Alcala,2,51%
19,2021-10-30,Chuquisaca,El Villar,2,57%
20,2021-10-30,Chuquisaca,Huacaya (Villa De Huacaya),2,60%
21,2021-10-30,Chuquisaca,Camargo,2,66%
22,2021-10-30,Chuquisaca,Machareti,2,68%
23,2021-10-30,Chuquisaca,Villa Vaca Guzman (Muyupampa),2,69%
24,2021-10-30,Chuquisaca,Sucre,2,72%
25,2021-10-30,Chuquisaca,Villa Serrano,2,72%
26,2021-10-30,Chuquisaca,Huacareta,2,76%
27,2021-10-30,Chuquisaca,Monteagudo,2,82%
28,2021-10-30,Chuquisaca,Padilla,2,83%
0,2021-10-30,Tarija,Yunchara,2,44%
1,2021-10-30,Tarija,El Puente(Tja),2,54%
2,2021-10-30,Tarija,Entre Rios,2,58%
3,2021-10-30,Tarija,Yacuiba,2,59%
4,2021-10-30,Tarija,Bermejo,2,60%
5,2021-10-30,Tarija,Padcaya,2,62%
6,2021-10-30,Tarija,Carapari,2,62%
7,2021-10-30,Tarija,Uriondo (A. Concepcion),2,62%
8,2021-10-30,Tarija,San Lorenzo(Tja),2,64%
9,2021-10-30,Tarija,Tarija,2,67%
10,2021-10-30,Tarija,Villa Montes,2,68%
0,2021-10-30,Pando,Ingavi (Humaita),2,7%
1,2021-10-30,Pando,Sena,2,15%
2,2021-10-30,Pando,San Lorenzo(Pnd),2,17%
3,2021-10-30,Pando,Bolpebra,2,26%
4,2021-10-30,Pando,Nuevo Manoa (Nueva Esperanza),2,28%
5,2021-10-30,Pando,San Pedro(Pnd),2,28%
6,2021-10-30,Pando,Eureka (Santos Mercado),2,29%
7,2021-10-30,Pando,Filadelfia,2,32%
8,2021-10-30,Pando,Villa Nueva (Loma Alta),2,33%
9,2021-10-30,Pando,Porvenir,2,33%
10,2021-10-30,Pando,Puerto Gonzalo Moreno,2,37%
11,2021-10-30,Pando,Nacebe (Santa Rosa Del Abuna),2,47%
12,2021-10-30,Pando,Cobija,2,48%
13,2021-10-30,Pando,Bella Flor,2,52%
14,2021-10-30,Pando,Puerto Rico,2,58%
0,2021-10-30,Beni,Loreto,2,13%
1,2021-10-30,Beni,Exaltacion,2,13%
2,2021-10-30,Beni,San Javier(Bni),2,15%
3,2021-10-30,Beni,San Borja,2,21%
4,2021-10-30,Beni,Reyes,2,29%
5,2021-10-30,Beni,Rurrenabaque,2,30%
6,2021-10-30,Beni,San Andres,2,34%
7,2021-10-30,Beni,San Joaquin,2,35%
8,2021-10-30,Beni,Trinidad,2,39%
9,2021-10-30,Beni,Santa Ana,2,39%
10,2021-10-30,Beni,Magdalena,2,40%
11,2021-10-30,Beni,Huaracaje,2,43%
12,2021-10-30,Beni,San Ignacio,2,46%
13,2021-10-30,Beni,San Ramon,2,52%
14,2021-10-30,Beni,Santa Rosa,2,52%
15,2021-10-30,Beni,Riberalta,2,53%
16,2021-10-30,Beni,Puerto Siles,2,53%
17,2021-10-30,Beni,Guayaramerin,2,54%
18,2021-10-30,Beni,Baures,2,70%
0,2021-10-30,Santa Cruz,Pailon,2,16%
1,2021-10-30,Santa Cruz,Yapacani,2,21%
2,2021-10-30,Santa Cruz,San Jose De Chiquitos,2,25%
3,2021-10-30,Santa Cruz,San Julian,2,28%
4,2021-10-30,Santa Cruz,El Puente(Stc),2,29%
5,2021-10-30,Santa Cruz,La Guardia,2,31%
6,2021-10-30,Santa Cruz,Ascencion De Guarayos,2,32%
7,2021-10-30,Santa Cruz,Santa Rosa Del Sara,2,33%
8,2021-10-30,Santa Cruz,Charagua,2,34%
9,2021-10-30,Santa Cruz,Urubicha,2,34%
10,2021-10-30,Santa Cruz,Cuatro Cañadas,2,34%
11,2021-10-30,Santa Cruz,Warnes,2,36%
12,2021-10-30,Santa Cruz,Fernandez Alonso,2,36%
13,2021-10-30,Santa Cruz,San Pedro,2,40%
14,2021-10-30,Santa Cruz,Saipina,2,41%
15,2021-10-30,Santa Cruz,Pampa Grande,2,42%
16,2021-10-30,Santa Cruz,San Carlos,2,44%
17,2021-10-30,Santa Cruz,Mineros,2,49%
18,2021-10-30,Santa Cruz,Cabezas,2,51%
19,2021-10-30,Santa Cruz,San Juan De Yapacani,2,51%
20,2021-10-30,Santa Cruz,San Antonio De Lomerio,2,52%
21,2021-10-30,Santa Cruz,Postrer Valle,2,52%
22,2021-10-30,Santa Cruz,Montero,2,53%
23,2021-10-30,Santa Cruz,Mairana,2,53%
24,2021-10-30,Santa Cruz,Gutierrez,2,54%
25,2021-10-30,Santa Cruz,Quirusillas,2,54%
26,2021-10-30,Santa Cruz,Trigal,2,55%
27,2021-10-30,Santa Cruz,San Javier(Stc),2,59%
28,2021-10-30,Santa Cruz,Comarapa,2,60%
29,2021-10-30,Santa Cruz,San Rafael,2,60%
30,2021-10-30,Santa Cruz,Buena Vista,2,61%
31,2021-10-30,Santa Cruz,El Torno,2,62%
32,2021-10-30,Santa Cruz,Santa Cruz de la Sierra,2,65%
33,2021-10-30,Santa Cruz,Concepcion,2,66%
34,2021-10-30,Santa Cruz,Robore,2,66%
35,2021-10-30,Santa Cruz,San Ignacio De Velasco,2,67%
36,2021-10-30,Santa Cruz,Cuevo,2,67%
37,2021-10-30,Santa Cruz,Porongo,2,67%
38,2021-10-30,Santa Cruz,Carmen Rivero Torrez,2,67%
39,2021-10-30,Santa Cruz,San Ramon,2,69%
40,2021-10-30,Santa Cruz,Puerto Suarez,2,70%
41,2021-10-30,Santa Cruz,Okinawa,2,70%
42,2021-10-30,Santa Cruz,San Miguel De Velasco,2,71%
43,2021-10-30,Santa Cruz,Boyuibe,2,71%
44,2021-10-30,Santa Cruz,Moro Moro,2,72%
45,2021-10-30,Santa Cruz,Pucara,2,73%
46,2021-10-30,Santa Cruz,Cotoca,2,73%
47,2021-10-30,Santa Cruz,Samaipata,2,74%
48,2021-10-30,Santa Cruz,General Saavedra,2,76%
49,2021-10-30,Santa Cruz,Puerto Quijarro,2,76%
50,2021-10-30,Santa Cruz,Portachuelo,2,77%
51,2021-10-30,Santa Cruz,Vallegrande,2,77%
52,2021-10-30,Santa Cruz,Lagunillas,2,79%
53,2021-10-30,Santa Cruz,San Matias,2,84%
54,2021-10-30,Santa Cruz,Colpa Belgica,2,90%
55,2021-10-30,Santa Cruz,Camiri,2,91%
0,2021-11-13,Santa Cruz,Yapacani,1,24%
1,2021-11-13,Santa Cruz,Pailon,1,29%
2,2021-11-13,Santa Cruz,San Julian,1,31%
3,2021-11-13,Santa Cruz,San Jose De Chiquitos,1,32%
4,2021-11-13,Santa Cruz,El Puente(Stc),1,34%
5,2021-11-13,Santa Cruz,Santa Rosa Del Sara,1,36%
6,2021-11-13,Santa Cruz,La Guardia,1,37%
7,2021-11-13,Santa Cruz,Ascencion De Guarayos,1,39%
8,2021-11-13,Santa Cruz,Charagua,1,39%
9,2021-11-13,Santa Cruz,Cuatro Cañadas,1,40%
10,2021-11-13,Santa Cruz,Warnes,1,40%
11,2021-11-13,Santa Cruz,Saipina,1,43%
12,2021-11-13,Santa Cruz,Fernandez Alonso,1,46%
13,2021-11-13,Santa Cruz,San Carlos,1,48%
14,2021-11-13,Santa Cruz,San Pedro,1,49%
15,2021-11-13,Santa Cruz,Urubicha,1,50%
16,2021-11-13,Santa Cruz,Pampa Grande,1,53%
17,2021-11-13,Santa Cruz,San Juan De Yapacani,1,54%
18,2021-11-13,Santa Cruz,Cabezas,1,56%
19,2021-11-13,Santa Cruz,San Antonio De Lomerio,1,57%
20,2021-11-13,Santa Cruz,Mairana,1,58%
21,2021-11-13,Santa Cruz,Quirusillas,1,59%
22,2021-11-13,Santa Cruz,Mineros,1,61%
23,2021-11-13,Santa Cruz,Comarapa,1,64%
24,2021-11-13,Santa Cruz,Gutierrez,1,64%
25,2021-11-13,Santa Cruz,Postrer Valle,1,65%
26,2021-11-13,Santa Cruz,San Javier(Stc),1,66%
27,2021-11-13,Santa Cruz,Trigal,1,67%
28,2021-11-13,Santa Cruz,El Torno,1,69%
29,2021-11-13,Santa Cruz,Montero,1,69%
30,2021-11-13,Santa Cruz,Buena Vista,1,70%
31,2021-11-13,Santa Cruz,Cuevo,1,70%
32,2021-11-13,Santa Cruz,San Rafael,1,70%
33,2021-11-13,Santa Cruz,Carmen Rivero Torrez,1,72%
34,2021-11-13,Santa Cruz,Puerto Suarez,1,72%
35,2021-11-13,Santa Cruz,Boyuibe,1,74%
36,2021-11-13,Santa Cruz,Concepcion,1,74%
37,2021-11-13,Santa Cruz,Porongo,1,76%
38,2021-11-13,Santa Cruz,Samaipata,1,76%
39,2021-11-13,Santa Cruz,San Ignacio De Velasco,1,76%
40,2021-11-13,Santa Cruz,San Ramon,1,76%
41,2021-11-13,Santa Cruz,San Miguel De Velasco,1,77%
42,2021-11-13,Santa Cruz,Okinawa,1,79%
43,2021-11-13,Santa Cruz,Santa Cruz de la Sierra,1,79%
44,2021-11-13,Santa Cruz,Portachuelo,1,81%
45,2021-11-13,Santa Cruz,Pucara,1,83%
46,2021-11-13,Santa Cruz,Puerto Quijarro,1,85%
47,2021-11-13,Santa Cruz,San Matias,1,85%
48,2021-11-13,Santa Cruz,Moro Moro,1,87%
49,2021-11-13,Santa Cruz,Vallegrande,1,88%
50,2021-11-13,Santa Cruz,General Saavedra,1,89%
51,2021-11-13,Santa Cruz,Lagunillas,1,89%
52,2021-11-13,Santa Cruz,Robore,1,90%
53,2021-11-13,Santa Cruz,Colpa Belgica,1,95%
54,2021-11-13,Santa Cruz,Cotoca,1,95%
55,2021-11-13,Santa Cruz,Camiri,1,97%
0,2021-11-13,Beni,Exaltacion,1,17%
1,2021-11-13,Beni,San Javier(Bni),1,19%
2,2021-11-13,Beni,Loreto,1,20%
3,2021-11-13,Beni,San Borja,1,25%
4,2021-11-13,Beni,Reyes,1,35%
5,2021-11-13,Beni,Rurrenabaque,1,36%
6,2021-11-13,Beni,San Andres,1,45%
7,2021-11-13,Beni,Magdalena,1,47%
8,2021-11-13,Beni,San Joaquin,1,48%
9,2021-11-13,Beni,Huaracaje,1,49%
10,2021-11-13,Beni,Santa Ana,1,49%
11,2021-11-13,Beni,San Ignacio,1,55%
12,2021-11-13,Beni,Trinidad,1,57%
13,2021-11-13,Beni,Santa Rosa,1,62%
14,2021-11-13,Beni,Puerto Siles,1,65%
15,2021-11-13,Beni,San Ramon,1,66%
16,2021-11-13,Beni,Riberalta,1,73%
17,2021-11-13,Beni,Guayaramerin,1,76%
18,2021-11-13,Beni,Baures,1,77%
0,2021-11-13,Pando,Ingavi (Humaita),1,34%
1,2021-11-13,Pando,San Lorenzo(Pnd),1,36%
2,2021-11-13,Pando,Sena,1,37%
3,2021-11-13,Pando,San Pedro(Pnd),1,38%
4,2021-11-13,Pando,Nuevo Manoa (Nueva Esperanza),1,41%
5,2021-11-13,Pando,Bolpebra,1,44%
6,2021-11-13,Pando,Eureka (Santos Mercado),1,49%
7,2021-11-13,Pando,Porvenir,1,49%
8,2021-11-13,Pando,Puerto Gonzalo Moreno,1,50%
9,2021-11-13,Pando,Filadelfia,1,53%
10,2021-11-13,Pando,Villa Nueva (Loma Alta),1,54%
11,2021-11-13,Pando,Nacebe (Santa Rosa Del Abuna),1,64%
12,2021-11-13,Pando,Bella Flor,1,66%
13,2021-11-13,Pando,Cobija,1,67%
14,2021-11-13,Pando,Puerto Rico,1,76%
0,2021-11-13,Cochabamba,Tacopaya,1,29%
1,2021-11-13,Cochabamba,Vacas,1,29%
2,2021-11-13,Cochabamba,Bolivar,1,30%
3,2021-11-13,Cochabamba,Pojo (Cbba),1,32%
4,2021-11-13,Cochabamba,Colomi,1,38%
5,2021-11-13,Cochabamba,Pasorapa,1,38%
6,2021-11-13,Cochabamba,Tiraque (Cbba),1,39%
7,2021-11-13,Cochabamba,Cocapata,1,40%
8,2021-11-13,Cochabamba,Morochata,1,41%
9,2021-11-13,Cochabamba,Sicaya,1,41%
10,2021-11-13,Cochabamba,Mizque,1,42%
11,2021-11-13,Cochabamba,Sacaba,1,42%
12,2021-11-13,Cochabamba,Vinto,1,42%
13,2021-11-13,Cochabamba,Ayopaya (V. De Independencia),1,43%
14,2021-11-13,Cochabamba,Sipe Sipe,1,43%
15,2021-11-13,Cochabamba,Totora(Cbba),1,43%
16,2021-11-13,Cochabamba,Vila Vila,1,43%
17,2021-11-13,Cochabamba,Entre Rios,1,44%
18,2021-11-13,Cochabamba,Colcapirhua,1,45%
19,2021-11-13,Cochabamba,Tiquipaya,1,46%
20,2021-11-13,Cochabamba,Puerto Villarroel,1,47%
21,2021-11-13,Cochabamba,Tapacari,1,47%
22,2021-11-13,Cochabamba,San Benito,1,48%
23,2021-11-13,Cochabamba,Villa Rivero,1,50%
24,2021-11-13,Cochabamba,Arani,1,51%
25,2021-11-13,Cochabamba,Chimore,1,53%
26,2021-11-13,Cochabamba,Shinaota,1,53%
27,2021-11-13,Cochabamba,Toco,1,54%
28,2021-11-13,Cochabamba,Villa Tunari,1,54%
29,2021-11-13,Cochabamba,Sacabamba,1,56%
30,2021-11-13,Cochabamba,Capinota,1,57%
31,2021-11-13,Cochabamba,Arque,1,60%
32,2021-11-13,Cochabamba,Quillacollo,1,60%
33,2021-11-13,Cochabamba,Pocona,1,62%
34,2021-11-13,Cochabamba,Alalay,1,66%
35,2021-11-13,Cochabamba,Aiquile,1,68%
36,2021-11-13,Cochabamba,Tacachi,1,71%
37,2021-11-13,Cochabamba,Cliza,1,75%
38,2021-11-13,Cochabamba,Punata,1,77%
39,2021-11-13,Cochabamba,Arbieto,1,78%
40,2021-11-13,Cochabamba,Omereque,1,81%
41,2021-11-13,Cochabamba,Anzaldo,1,84%
42,2021-11-13,Cochabamba,Tolata,1,91%
43,2021-11-13,Cochabamba,Tarata,1,93%
44,2021-11-13,Cochabamba,Cochabamba,1,99%
45,2021-11-13,Cochabamba,Cuchumuela (V. G. Villarroel),1,102%
46,2021-11-13,Cochabamba,Santivañes,1,133%
0,2021-11-13,Chuquisaca,Presto,1,18%
1,2021-11-13,Chuquisaca,Tarabuco,1,22%
2,2021-11-13,Chuquisaca,Villa Charcas,1,22%
3,2021-11-13,Chuquisaca,Incahuasi,1,23%
4,2021-11-13,Chuquisaca,Poroma,1,25%
5,2021-11-13,Chuquisaca,Tarvita,1,29%
6,2021-11-13,Chuquisaca,Zudañez,1,30%
7,2021-11-13,Chuquisaca,Yamparaez,1,31%
8,2021-11-13,Chuquisaca,Sopachuy,1,32%
9,2021-11-13,Chuquisaca,Mojocoya,1,40%
10,2021-11-13,Chuquisaca,San Lucas,1,42%
11,2021-11-13,Chuquisaca,Culpina,1,45%
12,2021-11-13,Chuquisaca,Icla,1,46%
13,2021-11-13,Chuquisaca,Azurduy,1,48%
14,2021-11-13,Chuquisaca,Tomina,1,49%
15,2021-11-13,Chuquisaca,Alcala,1,52%
16,2021-11-13,Chuquisaca,Las Carreras,1,52%
17,2021-11-13,Chuquisaca,Yotala,1,52%
18,2021-11-13,Chuquisaca,Camataqui (C. Villa Abecia),1,53%
19,2021-11-13,Chuquisaca,El Villar,1,65%
20,2021-11-13,Chuquisaca,Camargo,1,70%
21,2021-11-13,Chuquisaca,Huacaya (Villa De Huacaya),1,71%
22,2021-11-13,Chuquisaca,Machareti,1,73%
23,2021-11-13,Chuquisaca,Villa Serrano,1,75%
24,2021-11-13,Chuquisaca,Villa Vaca Guzman (Muyupampa),1,78%
25,2021-11-13,Chuquisaca,Padilla,1,85%
26,2021-11-13,Chuquisaca,Huacareta,1,87%
27,2021-11-13,Chuquisaca,Sucre,1,88%
28,2021-11-13,Chuquisaca,Monteagudo,1,89%
0,2021-11-13,Tarija,Yunchara,1,51%
1,2021-11-13,Tarija,El Puente(Tja),1,66%
2,2021-11-13,Tarija,Bermejo,1,69%
3,2021-11-13,Tarija,Entre Rios,1,69%
4,2021-11-13,Tarija,Padcaya,1,69%
5,2021-11-13,Tarija,Yacuiba,1,69%
6,2021-11-13,Tarija,Carapari,1,71%
7,2021-11-13,Tarija,Uriondo (A. Concepcion),1,73%
8,2021-11-13,Tarija,San Lorenzo(Tja),1,74%
9,2021-11-13,Tarija,Villa Montes,1,77%
